dp;depto_nom;dp_mp;municipio;area_geografica;año;Poblacion
76;Valle del Cauca;76400;La Union;urbano;2026;28245
76;Valle del Cauca;76400;La Union;rural;2026;6543
76;Valle del Cauca;76403;La Victoria;urbano;2026;9673
76;Valle del Cauca;76403;La Victoria;rural;2026;2843
76;Valle del Cauca;76497;Obando;urbano;2026;9774
76;Valle del Cauca;76497;Obando;rural;2026;2897
76;Valle del Cauca;76520;Palmira;urbano;2026;288508
76;Valle del Cauca;76520;Palmira;rural;2026;71480
76;Valle del Cauca;76563;Pradera;urbano;2026;43589
76;Valle del Cauca;76563;Pradera;rural;2026;5908
76;Valle del Cauca;76606;Restrepo;urbano;2026;11397
76;Valle del Cauca;76606;Restrepo;rural;2026;5250
76;Valle del Cauca;76616;Riofrio;urbano;2026;8007
76;Valle del Cauca;76616;Riofrio;rural;2026;8019
76;Valle del Cauca;76622;Roldanillo;urbano;2026;29358
76;Valle del Cauca;76622;Roldanillo;rural;2026;8473
76;Valle del Cauca;76670;San Pedro;urbano;2026;8907
76;Valle del Cauca;76670;San Pedro;rural;2026;9321
76;Valle del Cauca;76736;Sevilla;urbano;2026;34053
76;Valle del Cauca;76736;Sevilla;rural;2026;9896
76;Valle del Cauca;76823;Toro;urbano;2026;10655
76;Valle del Cauca;76823;Toro;rural;2026;4379
76;Valle del Cauca;76828;Trujillo;urbano;2026;9909
76;Valle del Cauca;76828;Trujillo;rural;2026;9898
76;Valle del Cauca;76834;Tulua;urbano;2026;192847
76;Valle del Cauca;76834;Tulua;rural;2026;40984
76;Valle del Cauca;76845;Ulloa;urbano;2026;2843
76;Valle del Cauca;76845;Ulloa;rural;2026;3018
76;Valle del Cauca;76863;Versalles;urbano;2026;4539
76;Valle del Cauca;76863;Versalles;rural;2026;2936
76;Valle del Cauca;76869;Vijes;urbano;2026;8693
76;Valle del Cauca;76869;Vijes;rural;2026;4633
76;Valle del Cauca;76890;Yotoco;urbano;2026;9007
76;Valle del Cauca;76890;Yotoco;rural;2026;7506
76;Valle del Cauca;76892;Yumbo;urbano;2026;94899
76;Valle del Cauca;76892;Yumbo;rural;2026;13913
76;Valle del Cauca;76895;Zarzal;urbano;2026;33481
76;Valle del Cauca;76895;Zarzal;rural;2026;9788
81;Arauca;81001;Arauca;urbano;2026;87707
81;Arauca;81001;Arauca;rural;2026;14698
81;Arauca;81065;Arauquita;urbano;2026;17230
81;Arauca;81065;Arauquita;rural;2026;47556
81;Arauca;81220;Cravo Norte;urbano;2026;3260
81;Arauca;81220;Cravo Norte;rural;2026;1408
81;Arauca;81300;Fortul;urbano;2026;13338
81;Arauca;81300;Fortul;rural;2026;11307
81;Arauca;81591;Puerto Rondon;urbano;2026;3563
81;Arauca;81591;Puerto Rondon;rural;2026;1785
81;Arauca;81736;Saravena;urbano;2026;49659
81;Arauca;81736;Saravena;rural;2026;16595
81;Arauca;81794;Tame;urbano;2026;31847
81;Arauca;81794;Tame;rural;2026;23393
85;Casanare;85001;Yopal;urbano;2026;172963
85;Casanare;85001;Yopal;rural;2026;26323
85;Casanare;85010;Aguazul;urbano;2026;31645
85;Casanare;85010;Aguazul;rural;2026;10669
85;Casanare;85015;Chameza;urbano;2026;1623
85;Casanare;85015;Chameza;rural;2026;976
85;Casanare;85125;Hato Corozal;urbano;2026;6863
85;Casanare;85125;Hato Corozal;rural;2026;7426
85;Casanare;85136;La Salina;urbano;2026;753
85;Casanare;85136;La Salina;rural;2026;717
85;Casanare;85139;Mani;urbano;2026;12944
85;Casanare;85139;Mani;rural;2026;5833
85;Casanare;85162;Monterrey;urbano;2026;14550
85;Casanare;85162;Monterrey;rural;2026;5464
85;Casanare;85225;Nunchia;urbano;2026;2740
85;Casanare;85225;Nunchia;rural;2026;7542
85;Casanare;85230;Orocue;urbano;2026;6922
85;Casanare;85230;Orocue;rural;2026;7562
85;Casanare;85250;Paz de Ariporo;urbano;2026;29434
85;Casanare;85250;Paz de Ariporo;rural;2026;12711
85;Casanare;85263;Pore;urbano;2026;8108
85;Casanare;85263;Pore;rural;2026;5127
85;Casanare;85279;Recetor;urbano;2026;368
85;Casanare;85279;Recetor;rural;2026;1269
85;Casanare;85300;Sabanalarga;urbano;2026;2184
85;Casanare;85300;Sabanalarga;rural;2026;2008
85;Casanare;85315;Sacama;urbano;2026;1334
85;Casanare;85315;Sacama;rural;2026;1111
85;Casanare;85325;San Luis de Palenque;urbano;2026;3652
85;Casanare;85325;San Luis de Palenque;rural;2026;5612
85;Casanare;85400;Tamara;urbano;2026;1969
85;Casanare;85400;Tamara;rural;2026;5300
85;Casanare;85410;Tauramena;urbano;2026;17960
85;Casanare;85410;Tauramena;rural;2026;9595
85;Casanare;85430;Trinidad;urbano;2026;8823
85;Casanare;85430;Trinidad;rural;2026;6823
85;Casanare;85440;Villanueva;urbano;2026;31563
85;Casanare;85440;Villanueva;rural;2026;9792
86;Putumayo;86001;Mocoa;urbano;2026;47026
86;Putumayo;86001;Mocoa;rural;2026;19875
86;Putumayo;86219;Colon;urbano;2026;3841
86;Putumayo;86219;Colon;rural;2026;2193
86;Putumayo;86320;Orito;urbano;2026;23170
86;Putumayo;86320;Orito;rural;2026;18770
86;Putumayo;86568;Puerto Asis;urbano;2026;46437
86;Putumayo;86568;Puerto Asis;rural;2026;28866
86;Putumayo;86569;Puerto Caicedo;urbano;2026;7329
86;Putumayo;86569;Puerto Caicedo;rural;2026;10115
86;Putumayo;86571;Puerto Guzman;urbano;2026;5978
86;Putumayo;86571;Puerto Guzman;rural;2026;33524
86;Putumayo;86573;Leguizamo;urbano;2026;15708
86;Putumayo;86573;Leguizamo;rural;2026;17869
86;Putumayo;86749;Sibundoy;urbano;2026;11668
86;Putumayo;86749;Sibundoy;rural;2026;5774
86;Putumayo;86755;San Francisco;urbano;2026;3962
86;Putumayo;86755;San Francisco;rural;2026;2542
86;Putumayo;86757;San Miguel;urbano;2026;6251
86;Putumayo;86757;San Miguel;rural;2026;15525
86;Putumayo;86760;Santiago;urbano;2026;3910
86;Putumayo;86760;Santiago;rural;2026;4089
86;Putumayo;86865;Valle del Guamuez;urbano;2026;17271
86;Putumayo;86865;Valle del Guamuez;rural;2026;19401
86;Putumayo;86885;Villagarzon;urbano;2026;17235
86;Putumayo;86885;Villagarzon;rural;2026;10604
88;Archipiélago de San Andrés;88001;San Andres;urbano;2026;41471
88;Archipiélago de San Andrés;88001;San Andres;rural;2026;14676
88;Archipiélago de San Andrés;88564;Providencia;urbano;2026;3398
88;Archipiélago de San Andrés;88564;Providencia;rural;2026;2523
91;Amazonas;91001;Leticia;urbano;2026;41212
91;Amazonas;91001;Leticia;rural;2026;15179
91;Amazonas;91263;El Encanto (CD);urbano;2026;0
91;Amazonas;91263;El Encanto (CD);rural;2026;2193
91;Amazonas;91405;La Chorrera (CD);urbano;2026;0
91;Amazonas;91405;La Chorrera (CD);rural;2026;3289
91;Amazonas;91407;La Pedrera (CD);urbano;2026;0
91;Amazonas;91407;La Pedrera (CD);rural;2026;4354
91;Amazonas;91430;La Victoria (CD);urbano;2026;0
91;Amazonas;91430;La Victoria (CD);rural;2026;708
91;Amazonas;91460;Miriti - Parana (CD);urbano;2026;0
91;Amazonas;91460;Miriti - Parana (CD);rural;2026;1997
91;Amazonas;91530;Puerto Alegria (CD);urbano;2026;0
91;Amazonas;91530;Puerto Alegria (CD);rural;2026;809
91;Amazonas;91536;Puerto Arica (CD);urbano;2026;0
91;Amazonas;91536;Puerto Arica (CD);rural;2026;1131
91;Amazonas;91540;Puerto Nariño;urbano;2026;4667
91;Amazonas;91540;Puerto Nariño;rural;2026;6506
91;Amazonas;91669;Puerto Santander (CD);urbano;2026;0
91;Amazonas;91669;Puerto Santander (CD);rural;2026;2016
91;Amazonas;91798;Tarapaca (CD);urbano;2026;0
91;Amazonas;91798;Tarapaca (CD);rural;2026;4494
94;Guainía;94001;Inirida;urbano;2026;27060
94;Guainía;94001;Inirida;rural;2026;12526
94;Guainía;94343;Barranco Minas (CD);urbano;2026;1320
94;Guainía;94343;Barranco Minas (CD);rural;2026;10241
94;Guainía;94663;Mapiripana (CD);urbano;2026;0
94;Guainía;94663;Mapiripana (CD);rural;2026;0
94;Guainía;94883;San Felipe (CD);urbano;2026;0
94;Guainía;94883;San Felipe (CD);rural;2026;2101
94;Guainía;94884;Puerto Colombia (CD);urbano;2026;0
94;Guainía;94884;Puerto Colombia (CD);rural;2026;2317
94;Guainía;94885;La Guadalupe (CD);urbano;2026;0
94;Guainía;94885;La Guadalupe (CD);rural;2026;347
94;Guainía;94886;Cacahual (CD);urbano;2026;0
94;Guainía;94886;Cacahual (CD);rural;2026;1062
94;Guainía;94887;Pana Pana (CD);urbano;2026;0
94;Guainía;94887;Pana Pana (CD);rural;2026;2428
94;Guainía;94888;Morichal (CD);urbano;2026;0
94;Guainía;94888;Morichal (CD);rural;2026;1091
95;Guaviare;95001;San Jose del Guaviare;urbano;2026;46427
95;Guaviare;95001;San Jose del Guaviare;rural;2026;20149
95;Guaviare;95015;Calamar;urbano;2026;5699
95;Guaviare;95015;Calamar;rural;2026;6515
95;Guaviare;95025;El Retorno;urbano;2026;4974
95;Guaviare;95025;El Retorno;rural;2026;13455
95;Guaviare;95200;Miraflores;urbano;2026;2349
95;Guaviare;95200;Miraflores;rural;2026;6287
97;Vaupés;97001;Mitu;urbano;2026;10848
97;Vaupés;97001;Mitu;rural;2026;25763
97;Vaupés;97161;Caruru;urbano;2026;1729
97;Vaupés;97161;Caruru;rural;2026;2055
97;Vaupés;97511;Pacoa (CD);urbano;2026;0
97;Vaupés;97511;Pacoa (CD);rural;2026;5042
97;Vaupés;97666;Taraira;urbano;2026;1102
97;Vaupés;97666;Taraira;rural;2026;1609
97;Vaupés;97777;Papunaua (CD);urbano;2026;0
97;Vaupés;97777;Papunaua (CD);rural;2026;878
97;Vaupés;97889;Yavarate (CD);urbano;2026;0
97;Vaupés;97889;Yavarate (CD);rural;2026;1296
99;Vichada;99001;Puerto Carreño;urbano;2026;17801
99;Vichada;99001;Puerto Carreño;rural;2026;5485
99;Vichada;99524;La Primavera;urbano;2026;7073
99;Vichada;99524;La Primavera;rural;2026;4466
99;Vichada;99624;Santa Rosalia;urbano;2026;2978
99;Vichada;99624;Santa Rosalia;rural;2026;1824
99;Vichada;99773;Cumaribo;urbano;2026;3117
99;Vichada;99773;Cumaribo;rural;2026;86560
05;Antioquia;05647;San Andres de Cuerquia;urbano;2027;3627
05;Antioquia;05647;San Andres de Cuerquia;rural;2027;4172
05;Antioquia;05647;San Andres de Cuerquia;urbano;2028;3659
05;Antioquia;05647;San Andres de Cuerquia;rural;2028;4195
05;Antioquia;05647;San Andres de Cuerquia;urbano;2029;3678
05;Antioquia;05647;San Andres de Cuerquia;rural;2029;4206
05;Antioquia;05647;San Andres de Cuerquia;urbano;2030;3705
05;Antioquia;05647;San Andres de Cuerquia;rural;2030;4228
05;Antioquia;05647;San Andres de Cuerquia;urbano;2031;3713
05;Antioquia;05647;San Andres de Cuerquia;rural;2031;4245
05;Antioquia;05647;San Andres de Cuerquia;urbano;2032;3740
05;Antioquia;05647;San Andres de Cuerquia;rural;2032;4274
05;Antioquia;05647;San Andres de Cuerquia;urbano;2033;3756
05;Antioquia;05647;San Andres de Cuerquia;rural;2033;4277
05;Antioquia;05647;San Andres de Cuerquia;urbano;2034;3755
05;Antioquia;05647;San Andres de Cuerquia;rural;2034;4320
05;Antioquia;05647;San Andres de Cuerquia;urbano;2035;3769
05;Antioquia;05647;San Andres de Cuerquia;rural;2035;4329
05;Antioquia;05649;San Carlos;urbano;2005;6277
05;Antioquia;05649;San Carlos;rural;2005;9549
05;Antioquia;05649;San Carlos;urbano;2006;6237
05;Antioquia;05649;San Carlos;rural;2006;9578
05;Antioquia;05649;San Carlos;urbano;2007;6200
05;Antioquia;05649;San Carlos;rural;2007;9641
05;Antioquia;05649;San Carlos;urbano;2008;6167
05;Antioquia;05649;San Carlos;rural;2008;9693
05;Antioquia;05649;San Carlos;urbano;2009;6138
05;Antioquia;05649;San Carlos;rural;2009;9757
05;Antioquia;05649;San Carlos;urbano;2010;6111
05;Antioquia;05649;San Carlos;rural;2010;9807
05;Antioquia;05649;San Carlos;urbano;2011;6089
05;Antioquia;05649;San Carlos;rural;2011;9862
05;Antioquia;05649;San Carlos;urbano;2012;6069
05;Antioquia;05649;San Carlos;rural;2012;9907
05;Antioquia;05649;San Carlos;urbano;2013;6053
05;Antioquia;05649;San Carlos;rural;2013;9955
05;Antioquia;05649;San Carlos;urbano;2014;6041
05;Antioquia;05649;San Carlos;rural;2014;9995
05;Antioquia;05649;San Carlos;urbano;2015;6031
05;Antioquia;05649;San Carlos;rural;2015;10033
05;Antioquia;05649;San Carlos;urbano;2016;6026
05;Antioquia;05649;San Carlos;rural;2016;10060
05;Antioquia;05649;San Carlos;urbano;2017;6023
05;Antioquia;05649;San Carlos;rural;2017;10088
05;Antioquia;05649;San Carlos;urbano;2018;6024
05;Antioquia;05649;San Carlos;rural;2018;10108
05;Antioquia;05649;San Carlos;urbano;2019;6029
05;Antioquia;05649;San Carlos;rural;2019;10123
05;Antioquia;05649;San Carlos;urbano;2020;7609
05;Antioquia;05649;San Carlos;rural;2020;8918
05;Antioquia;05649;San Carlos;urbano;2021;7853
05;Antioquia;05649;San Carlos;rural;2021;8685
05;Antioquia;05649;San Carlos;urbano;2022;8085
05;Antioquia;05649;San Carlos;rural;2022;8602
05;Antioquia;05649;San Carlos;urbano;2023;8288
05;Antioquia;05649;San Carlos;rural;2023;8550
05;Antioquia;05649;San Carlos;urbano;2024;8442
05;Antioquia;05649;San Carlos;rural;2024;8542
05;Antioquia;05649;San Carlos;urbano;2025;8560
05;Antioquia;05649;San Carlos;rural;2025;8543
05;Antioquia;05649;San Carlos;urbano;2026;8676
05;Antioquia;05649;San Carlos;rural;2026;8530
05;Antioquia;05649;San Carlos;urbano;2027;8753
05;Antioquia;05649;San Carlos;rural;2027;8539
05;Antioquia;05649;San Carlos;urbano;2028;8815
05;Antioquia;05649;San Carlos;rural;2028;8573
05;Antioquia;05649;San Carlos;urbano;2029;8875
05;Antioquia;05649;San Carlos;rural;2029;8597
05;Antioquia;05649;San Carlos;urbano;2030;8917
05;Antioquia;05649;San Carlos;rural;2030;8622
05;Antioquia;05649;San Carlos;urbano;2031;8958
05;Antioquia;05649;San Carlos;rural;2031;8673
05;Antioquia;05649;San Carlos;urbano;2032;8992
05;Antioquia;05649;San Carlos;rural;2032;8707
05;Antioquia;05649;San Carlos;urbano;2033;9022
05;Antioquia;05649;San Carlos;rural;2033;8754
05;Antioquia;05649;San Carlos;urbano;2034;9056
05;Antioquia;05649;San Carlos;rural;2034;8806
05;Antioquia;05649;San Carlos;urbano;2035;9057
05;Antioquia;05649;San Carlos;rural;2035;8849
05;Antioquia;05652;San Francisco;urbano;2005;2277
05;Antioquia;05652;San Francisco;rural;2005;4118
05;Antioquia;05652;San Francisco;urbano;2006;2299
05;Antioquia;05652;San Francisco;rural;2006;3971
05;Antioquia;05652;San Francisco;urbano;2007;2324
05;Antioquia;05652;San Francisco;rural;2007;3837
05;Antioquia;05652;San Francisco;urbano;2008;2345
05;Antioquia;05652;San Francisco;rural;2008;3703
05;Antioquia;05652;San Francisco;urbano;2009;2365
05;Antioquia;05652;San Francisco;rural;2009;3574
05;Antioquia;05652;San Francisco;urbano;2010;2385
05;Antioquia;05652;San Francisco;rural;2010;3453
05;Antioquia;05652;San Francisco;urbano;2011;2402
05;Antioquia;05652;San Francisco;rural;2011;3331
05;Antioquia;05652;San Francisco;urbano;2012;2415
05;Antioquia;05652;San Francisco;rural;2012;3210
05;Antioquia;05652;San Francisco;urbano;2013;2427
05;Antioquia;05652;San Francisco;rural;2013;3094
05;Antioquia;05652;San Francisco;urbano;2014;2438
05;Antioquia;05652;San Francisco;rural;2014;2982
05;Antioquia;05652;San Francisco;urbano;2015;2446
05;Antioquia;05652;San Francisco;rural;2015;2872
05;Antioquia;05652;San Francisco;urbano;2016;2454
05;Antioquia;05652;San Francisco;rural;2016;2768
05;Antioquia;05652;San Francisco;urbano;2017;2458
05;Antioquia;05652;San Francisco;rural;2017;2661
05;Antioquia;05652;San Francisco;urbano;2018;2461
05;Antioquia;05652;San Francisco;rural;2018;2560
05;Antioquia;05652;San Francisco;urbano;2019;2459
05;Antioquia;05652;San Francisco;rural;2019;2459
05;Antioquia;05652;San Francisco;urbano;2020;2635
05;Antioquia;05652;San Francisco;rural;2020;3170
05;Antioquia;05652;San Francisco;urbano;2021;2730
05;Antioquia;05652;San Francisco;rural;2021;3109
05;Antioquia;05652;San Francisco;urbano;2022;2823
05;Antioquia;05652;San Francisco;rural;2022;3078
05;Antioquia;05652;San Francisco;urbano;2023;2888
05;Antioquia;05652;San Francisco;rural;2023;3057
05;Antioquia;05652;San Francisco;urbano;2024;2944
05;Antioquia;05652;San Francisco;rural;2024;3052
05;Antioquia;05652;San Francisco;urbano;2025;3002
05;Antioquia;05652;San Francisco;rural;2025;3046
05;Antioquia;05652;San Francisco;urbano;2026;3025
05;Antioquia;05652;San Francisco;rural;2026;3052
05;Antioquia;05652;San Francisco;urbano;2027;3063
05;Antioquia;05652;San Francisco;rural;2027;3058
05;Antioquia;05652;San Francisco;urbano;2028;3087
05;Antioquia;05652;San Francisco;rural;2028;3057
05;Antioquia;05652;San Francisco;urbano;2029;3113
05;Antioquia;05652;San Francisco;rural;2029;3076
05;Antioquia;05652;San Francisco;urbano;2030;3119
05;Antioquia;05652;San Francisco;rural;2030;3101
05;Antioquia;05652;San Francisco;urbano;2031;3125
05;Antioquia;05652;San Francisco;rural;2031;3114
05;Antioquia;05652;San Francisco;urbano;2032;3135
05;Antioquia;05652;San Francisco;rural;2032;3134
05;Antioquia;05652;San Francisco;urbano;2033;3163
05;Antioquia;05652;San Francisco;rural;2033;3149
05;Antioquia;05652;San Francisco;urbano;2034;3159
05;Antioquia;05652;San Francisco;rural;2034;3156
05;Antioquia;05652;San Francisco;urbano;2035;3176
05;Antioquia;05652;San Francisco;rural;2035;3185
05;Antioquia;05656;San Jeronimo;urbano;2005;3517
05;Antioquia;05656;San Jeronimo;rural;2005;8110
05;Antioquia;05656;San Jeronimo;urbano;2006;3639
05;Antioquia;05656;San Jeronimo;rural;2006;8160
05;Antioquia;05656;San Jeronimo;urbano;2007;3685
05;Antioquia;05656;San Jeronimo;rural;2007;8210
05;Antioquia;05656;San Jeronimo;urbano;2008;3737
05;Antioquia;05656;San Jeronimo;rural;2008;8258
05;Antioquia;05656;San Jeronimo;urbano;2009;3775
05;Antioquia;05656;San Jeronimo;rural;2009;8306
05;Antioquia;05656;San Jeronimo;urbano;2010;3833
05;Antioquia;05656;San Jeronimo;rural;2010;8353
05;Antioquia;05656;San Jeronimo;urbano;2011;3871
05;Antioquia;05656;San Jeronimo;rural;2011;8399
05;Antioquia;05656;San Jeronimo;urbano;2012;3927
05;Antioquia;05656;San Jeronimo;rural;2012;8442
05;Antioquia;05656;San Jeronimo;urbano;2013;3979
05;Antioquia;05656;San Jeronimo;rural;2013;8477
05;Antioquia;05656;San Jeronimo;urbano;2014;4030
05;Antioquia;05656;San Jeronimo;rural;2014;8511
05;Antioquia;05656;San Jeronimo;urbano;2015;4083
05;Antioquia;05656;San Jeronimo;rural;2015;8552
05;Antioquia;05656;San Jeronimo;urbano;2016;4135
05;Antioquia;05656;San Jeronimo;rural;2016;8589
05;Antioquia;05656;San Jeronimo;urbano;2017;4185
05;Antioquia;05656;San Jeronimo;rural;2017;8626
05;Antioquia;05656;San Jeronimo;urbano;2018;4231
05;Antioquia;05656;San Jeronimo;rural;2018;8659
05;Antioquia;05656;San Jeronimo;urbano;2019;4279
05;Antioquia;05656;San Jeronimo;rural;2019;8693
05;Antioquia;05656;San Jeronimo;urbano;2020;7168
05;Antioquia;05656;San Jeronimo;rural;2020;8737
05;Antioquia;05656;San Jeronimo;urbano;2021;7486
05;Antioquia;05656;San Jeronimo;rural;2021;8595
05;Antioquia;05656;San Jeronimo;urbano;2022;7711
05;Antioquia;05656;San Jeronimo;rural;2022;8509
05;Antioquia;05656;San Jeronimo;urbano;2023;7922
05;Antioquia;05656;San Jeronimo;rural;2023;8446
05;Antioquia;05656;San Jeronimo;urbano;2024;8049
05;Antioquia;05656;San Jeronimo;rural;2024;8450
05;Antioquia;05656;San Jeronimo;urbano;2025;8159
05;Antioquia;05656;San Jeronimo;rural;2025;8450
05;Antioquia;05656;San Jeronimo;urbano;2026;8267
05;Antioquia;05656;San Jeronimo;rural;2026;8444
05;Antioquia;05656;San Jeronimo;urbano;2027;8343
05;Antioquia;05656;San Jeronimo;rural;2027;8468
05;Antioquia;05656;San Jeronimo;urbano;2028;8421
05;Antioquia;05656;San Jeronimo;rural;2028;8481
05;Antioquia;05656;San Jeronimo;urbano;2029;8467
05;Antioquia;05656;San Jeronimo;rural;2029;8501
05;Antioquia;05656;San Jeronimo;urbano;2030;8509
05;Antioquia;05656;San Jeronimo;rural;2030;8544
05;Antioquia;05656;San Jeronimo;urbano;2031;8547
05;Antioquia;05656;San Jeronimo;rural;2031;8591
05;Antioquia;05656;San Jeronimo;urbano;2032;8578
05;Antioquia;05656;San Jeronimo;rural;2032;8629
05;Antioquia;05656;San Jeronimo;urbano;2033;8601
05;Antioquia;05656;San Jeronimo;rural;2033;8675
05;Antioquia;05656;San Jeronimo;urbano;2034;8612
05;Antioquia;05656;San Jeronimo;rural;2034;8722
05;Antioquia;05656;San Jeronimo;urbano;2035;8644
05;Antioquia;05656;San Jeronimo;rural;2035;8747
05;Antioquia;05658;San Jose de La Montaña;urbano;2005;2101
05;Antioquia;05658;San Jose de La Montaña;rural;2005;1002
05;Antioquia;05658;San Jose de La Montaña;urbano;2006;2106
05;Antioquia;05658;San Jose de La Montaña;rural;2006;1013
05;Antioquia;05658;San Jose de La Montaña;urbano;2007;2112
05;Antioquia;05658;San Jose de La Montaña;rural;2007;1025
05;Antioquia;05658;San Jose de La Montaña;urbano;2008;2118
05;Antioquia;05658;San Jose de La Montaña;rural;2008;1039
05;Antioquia;05658;San Jose de La Montaña;urbano;2009;2126
05;Antioquia;05658;San Jose de La Montaña;rural;2009;1052
05;Antioquia;05658;San Jose de La Montaña;urbano;2010;2135
05;Antioquia;05658;San Jose de La Montaña;rural;2010;1065
05;Antioquia;05658;San Jose de La Montaña;urbano;2011;2145
05;Antioquia;05658;San Jose de La Montaña;rural;2011;1079
05;Antioquia;05658;San Jose de La Montaña;urbano;2012;2156
05;Antioquia;05658;San Jose de La Montaña;rural;2012;1094
05;Antioquia;05658;San Jose de La Montaña;urbano;2013;2168
05;Antioquia;05658;San Jose de La Montaña;rural;2013;1109
05;Antioquia;05658;San Jose de La Montaña;urbano;2014;2181
05;Antioquia;05658;San Jose de La Montaña;rural;2014;1125
05;Antioquia;05658;San Jose de La Montaña;urbano;2015;2195
05;Antioquia;05658;San Jose de La Montaña;rural;2015;1141
05;Antioquia;05658;San Jose de La Montaña;urbano;2016;2210
05;Antioquia;05658;San Jose de La Montaña;rural;2016;1158
05;Antioquia;05658;San Jose de La Montaña;urbano;2017;2226
05;Antioquia;05658;San Jose de La Montaña;rural;2017;1175
05;Antioquia;05658;San Jose de La Montaña;urbano;2018;2244
05;Antioquia;05658;San Jose de La Montaña;rural;2018;1192
05;Antioquia;05658;San Jose de La Montaña;urbano;2019;2262
05;Antioquia;05658;San Jose de La Montaña;rural;2019;1211
05;Antioquia;05658;San Jose de La Montaña;urbano;2020;2449
05;Antioquia;05658;San Jose de La Montaña;rural;2020;1327
05;Antioquia;05658;San Jose de La Montaña;urbano;2021;2498
05;Antioquia;05658;San Jose de La Montaña;rural;2021;1298
05;Antioquia;05658;San Jose de La Montaña;urbano;2022;2549
05;Antioquia;05658;San Jose de La Montaña;rural;2022;1302
05;Antioquia;05658;San Jose de La Montaña;urbano;2023;2585
05;Antioquia;05658;San Jose de La Montaña;rural;2023;1282
05;Antioquia;05658;San Jose de La Montaña;urbano;2024;2634
05;Antioquia;05658;San Jose de La Montaña;rural;2024;1286
05;Antioquia;05658;San Jose de La Montaña;urbano;2025;2670
05;Antioquia;05658;San Jose de La Montaña;rural;2025;1271
05;Antioquia;05658;San Jose de La Montaña;urbano;2026;2680
05;Antioquia;05658;San Jose de La Montaña;rural;2026;1272
05;Antioquia;05658;San Jose de La Montaña;urbano;2027;2705
05;Antioquia;05658;San Jose de La Montaña;rural;2027;1276
08;Atlántico;08001;Barranquilla;urbano;2027;1353750
08;Atlántico;08001;Barranquilla;rural;2027;628
08;Atlántico;08078;Baranoa;urbano;2027;59042
08;Atlántico;08078;Baranoa;rural;2027;11820
08;Atlántico;08137;Campo de La Cruz;urbano;2027;21982
08;Atlántico;08137;Campo de La Cruz;rural;2027;3451
08;Atlántico;08141;Candelaria;urbano;2027;12980
08;Atlántico;08141;Candelaria;rural;2027;5001
08;Atlántico;08296;Galapa;urbano;2027;64688
08;Atlántico;08296;Galapa;rural;2027;4985
08;Atlántico;08372;Juan de Acosta;urbano;2027;15155
08;Atlántico;08372;Juan de Acosta;rural;2027;8789
08;Atlántico;08421;Luruaco;urbano;2027;16230
08;Atlántico;08421;Luruaco;rural;2027;15407
08;Atlántico;08433;Malambo;urbano;2027;136492
08;Atlántico;08433;Malambo;rural;2027;9738
08;Atlántico;08436;Manati;urbano;2027;19523
08;Atlántico;08436;Manati;rural;2027;2683
08;Atlántico;08520;Palmar de Varela;urbano;2027;31556
08;Atlántico;08520;Palmar de Varela;rural;2027;1305
08;Atlántico;08549;Piojo;urbano;2027;3219
08;Atlántico;08549;Piojo;rural;2027;4210
08;Atlántico;08558;Polonuevo;urbano;2027;17086
08;Atlántico;08558;Polonuevo;rural;2027;3408
08;Atlántico;08560;Ponedera;urbano;2027;15656
08;Atlántico;08560;Ponedera;rural;2027;11480
08;Atlántico;08573;Puerto Colombia;urbano;2027;49411
08;Atlántico;08573;Puerto Colombia;rural;2027;6962
08;Atlántico;08606;Repelon;urbano;2027;19911
08;Atlántico;08606;Repelon;rural;2027;9518
08;Atlántico;08634;Sabanagrande;urbano;2027;35180
08;Atlántico;08634;Sabanagrande;rural;2027;1708
08;Atlántico;08638;Sabanalarga;urbano;2027;79553
08;Atlántico;08638;Sabanalarga;rural;2027;26430
08;Atlántico;08675;Santa Lucia;urbano;2027;15617
08;Atlántico;08675;Santa Lucia;rural;2027;2582
08;Atlántico;08685;Santo Tomas;urbano;2027;32006
08;Atlántico;08685;Santo Tomas;rural;2027;1860
08;Atlántico;08758;Soledad;urbano;2027;691824
08;Atlántico;08758;Soledad;rural;2027;903
08;Atlántico;08770;Suan;urbano;2027;12540
08;Atlántico;08770;Suan;rural;2027;853
08;Atlántico;08832;Tubara;urbano;2027;9898
08;Atlántico;08832;Tubara;rural;2027;9590
08;Atlántico;08849;Usiacuri;urbano;2027;12975
08;Atlántico;08849;Usiacuri;rural;2027;931
11;Bogotá, D.C.;11001;Bogota, D.C.;urbano;2027;7894481
11;Bogotá, D.C.;11001;Bogota, D.C.;rural;2027;33410
13;Bolívar;13001;Cartagena;urbano;2027;947390
13;Bolívar;13001;Cartagena;rural;2027;127969
13;Bolívar;13006;Achi;urbano;2027;5452
13;Bolívar;13006;Achi;rural;2027;22416
13;Bolívar;13030;Altos del Rosario;urbano;2027;4063
13;Bolívar;13030;Altos del Rosario;rural;2027;8353
13;Bolívar;13042;Arenal;urbano;2027;4727
13;Bolívar;13042;Arenal;rural;2027;3406
13;Bolívar;13052;Arjona;urbano;2027;59316
13;Bolívar;13052;Arjona;rural;2027;17867
13;Bolívar;13062;Arroyohondo;urbano;2027;4818
13;Bolívar;13062;Arroyohondo;rural;2027;4118
13;Bolívar;13074;Barranco de Loba;urbano;2027;6046
