Año;Edad;Hombres;Mujeres
2092;6;208903;199760
2092;7;210755;201563
2092;8;212119;202884
2092;9;214341;204993
2092;10;214706;205338
2092;11;216193;206776
2092;12;217399;207902
2092;13;219718;210156
2092;14;221076;211442
2092;15;222118;212440
2092;16;224158;214434
2092;17;225505;215689
2092;18;226891;217017
2092;19;229044;219106
2092;20;230806;220809
2092;21;231950;221940
2092;22;233276;223267
2092;23;234509;224492
2092;24;235890;225879
2092;25;237431;227386
2092;26;239148;229071
2092;27;241848;231768
2092;28;242408;232363
2092;29;245153;235065
2092;30;246646;236564
2092;31;248687;238598
2092;32;251127;241098
2092;33;252864;242848
2092;34;255609;245600
2092;35;257829;247850
2092;36;258308;248397
2092;37;260410;250527
2092;38;262324;252519
2092;39;263441;253696
2092;40;265943;256259
2092;41;268041;258463
2092;42;268608;259144
2092;43;270703;261375
2092;44;272599;263374
2092;45;273537;264419
2092;46;275514;266555
2092;47;275909;267101
2092;48;277962;269279
2092;49;280331;271807
2092;50;282797;274384
2092;51;284537;276354
2092;52;285883;277958
2092;53;288351;280657
2092;54;290279;282878
2092;55;292848;285724
2092;56;294859;288067
2092;57;295572;289199
2092;58;297868;291883
2092;59;299770;294265
2092;60;302182;297304
2092;61;303940;299566
2092;62;306213;302404
2092;63;307196;304154
2092;64;309266;306892
2092;65;310419;308876
2092;66;312006;311385
2092;67;313562;313855
2092;68;315203;316681
2092;69;315598;318154
2092;70;317696;321656
2092;71;317484;323011
2092;72;316343;323661
2092;73;312042;321240
2092;74;308441;319533
2092;75;304538;317561
2092;76;298359;313197
2092;77;292004;308941
2092;78;285506;304666
2092;79;278153;299795
2092;80;270011;294005
2092;81;261332;287901
2092;82;251962;281292
2092;83;241963;274288
2092;84;231502;267241
2092;85;220165;259319
2092;86;208451;251405
2092;87;195068;241446
2092;88;180548;229900
2092;89;164834;216718
2092;90;148273;201613
2092;91;131172;184942
2092;92;113928;167065
2092;93;96875;148341
2092;94;80648;129501
2092;95;65581;110764
2092;96;51738;92203
2092;97;39532;74546
2092;98;29144;58371
2092;99;20625;44023
2092;100;35392;93390
2097;0;191132;182796
2097;1;192566;184155
2097;2;194002;185558
2097;3;195634;187061
2097;4;197005;188398
2097;5;198741;190044
2097;6;199789;191041
2097;7;201961;193144
2097;8;204255;195301
2097;9;205441;196478
2097;10;206475;197431
2097;11;208693;199559
2097;12;210556;201370
2097;13;211909;202676
2097;14;214090;204741
2097;15;214376;205005
2097;16;215740;206321
2097;17;216782;207291
2097;18;218902;209361
2097;19;220039;210450
2097;20;220857;211256
2097;21;222685;213074
2097;22;223850;214182
2097;23;225092;215397
2097;24;227145;217409
2097;25;228850;219071
2097;26;229973;220192
2097;27;231306;221535
2097;28;232564;222798
2097;29;233983;224238
2097;30;235571;225808
2097;31;237339;227562
2097;32;240092;230329
2097;33;240713;230997
2097;34;243516;233767
2097;35;245069;235332
2097;36;247167;237425
2097;37;249658;239980
2097;38;251443;241780
2097;39;254227;244576
2097;40;256482;246865
2097;41;256992;247446
2097;42;259113;249601
2097;43;261038;251611
2097;44;262160;252800
2097;45;264651;255363
2097;46;266729;257560
2097;47;267269;258228
2097;48;269318;260437
2097;49;271157;262406
2097;50;272030;263416
2097;51;273924;265509
2097;52;274232;266011
2097;53;276174;268133
2097;54;278411;270596
2097;55;280720;273098
2097;56;282280;274983
2097;57;283417;276490
2097;58;285633;279071
2097;59;287283;281162
2097;60;289540;283859
2097;61;291222;286041
2097;62;291601;287007
2097;63;293518;289494
2097;64;295014;291658
2097;65;296962;294437
2097;66;298191;296397
2097;67;299823;298859
2097;68;300069;300165
2097;69;301239;302357
2097;70;301374;303709
2097;71;301788;305479
2097;72;302035;307113
2097;73;302229;308996
2097;74;301095;309451
2097;75;301425;311750
2097;76;299358;311799
2097;77;296157;310953
2097;78;289686;306892
2097;79;283488;303186
2097;80;276543;298821
2097;81;266995;291725
2097;82;256701;284181
2097;83;245644;275996
2097;84;233216;266596
2097;85;219573;255701
2097;86;205106;243919
2097;87;189942;231203
2097;88;174421;217814
2097;89;158937;204235
2097;90;143417;190025
2097;91;128336;175990
2097;92;113011;160909
2097;93;97904;145373
2097;94;83077;129380
2097;95;68860;112815
2097;96;55538;96052
2097;97;43413;79541
2097;98;32764;63846
2097;99;23859;49646
2097;100;44307;115533
2100;0;186420;178319
2100;1;188276;180044
2100;2;189362;181097
2100;3;190751;182417
2100;4;192285;183868
2100;5;193761;185319
2100;6;195425;186857
2100;7;196824;188223
2100;8;198584;189895
2100;9;199654;190913
2100;10;201843;193030
2100;11;204146;195196
2100;12;205329;196369
2100;13;206344;197299
2100;14;208517;199380
2100;15;210308;201118
2100;16;211562;202326
2100;17;213619;204274
2100;18;213770;204414
2100;19;214995;205609
2100;20;215907;206469
2100;21;217916;208449
2100;22;218969;209471
2100;23;219732;210232
2100;24;221530;212028
2100;25;222686;213132
2100;26;223936;214360
2100;27;226006;216397
2100;28;227736;218093
2100;29;228889;219254
2100;30;230254;220641
2100;31;231548;221949
2100;32;233004;223433
2100;33;234629;225046
2100;34;236435;226840
2100;35;239222;229645
2100;36;239877;230348
2100;37;242709;233148
2100;38;244288;234742
2100;39;246408;236860
2100;40;248916;239435
2100;41;250715;241253
2100;42;253507;244061
2100;43;255764;246357
2100;44;256274;246943
2100;45;258387;249096
2100;46;260295;251100
2100;47;261394;252279
2100;48;263855;254826
2100;49;265895;257004
2100;50;266395;257654
2100;51;268392;259837
2100;52;270173;261777
2100;53;270981;262757
2100;54;272795;264813
2100;55;273012;265274
2100;56;274838;267344
2100;57;276937;269745
2100;58;279091;272177
2100;59;280485;273986
2100;60;281447;275411
2100;61;283473;277899
2100;62;284925;279890
2100;63;286963;282472
2100;64;288405;284523
2100;65;288517;285338
2100;66;290096;287630
2100;67;291182;289553
2100;68;292631;292032
2100;69;293287;293645
2100;70;294262;295702
2100;71;293805;296564
2100;72;294180;298249
2100;73;293472;299048
2100;74;292957;300195
2100;75;292182;301127
2100;76;291212;302186
2100;77;288762;301688
2100;78;287454;302776
2100;79;283549;301420
2100;80;278229;298905
2100;81;269457;292960
2100;82;260519;286966
2100;83;250449;279915
2100;84;237633;269886
2100;85;223894;259074
2100;86;209364;247361
2100;87;193725;234342
2100;88;177349;219938
2100;89;160751;204865
2100;90;144151;189237
2100;91;127855;173359
2100;92;112172;157727
2100;93;97072;142084
2100;94;82885;126971
2100;95;69221;111387
2100;96;56442;95756
2100;97;44680;80344
2100;98;34234;65483
2100;99;25292;51684
2100;100;48837;126342
