dpnom;año;area_geografica;sexo;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Nacional;2030;Cabecera;Mujeres;1832;1306;1726;225496;229791;233856;237666;241292;244875;248581;252046;255825;260018;265208;267255;272333;277156;281127;286042;291014;296081;301321;306199;311312;316675;322501;328425;330593;332632;335146;338207;341896;346332;350149;353034;354908;353408;352141;350764;347227;341364;333650;325150;316952;308558;302085;296618;292583;288966;287821;286791;284312;280507;275518;267076;259612;250844;243392;237178;233564;230794;228814;228070;227557;224698;222828;219444;216365;211613;206437;199631;191151;182327;173083;163574;155207;146400;137922;128720;119781;110636;101877;93628;85619;77564;69825;62028;54774;47991;41915;36559;31965;27760;23707;19891;16399;13303;10591;8266;6300;4704
Nacional;2030;Centros Poblados y Rural Disperso;Mujeres;579;421;570;94019;95663;97582;99681;101828;104148;105795;106866;107522;108323;109376;109384;109417;109950;109456;108116;107238;106259;105187;103944;102789;101971;101471;101249;99937;98774;97913;97344;96859;96055;94635;93089;91600;89518;88349;87613;86639;85063;83104;81106;79233;77326;75989;74787;73849;72663;71967;71218;70016;68553;66788;64287;62124;59771;57856;56140;55155;54441;53924;53612;53240;52336;51740;50803;50041;48953;47829;46345;44583;42753;40867;38790;36873;34794;32758;30616;28523;26416;24384;22423;20483;18503;16581;14695;12975;11336;9845;8537;7479;6508;5578;4680;3850;3113;2489;1948;1485;1125
Nacional;2030;Total;Mujeres;2411;1727;2296;319515;325454;331438;337347;343120;349023;354376;358912;363347;368341;374584;376639;381750;387106;390583;394158;398252;402340;406508;410143;414101;418646;423972;429674;430530;431406;433059;435551;438755;442387;444784;446123;446508;442926;440490;438377;433866;426427;416754;406256;396185;385884;378074;371405;366432;361629;359788;358009;354328;349060;342306;331363;321736;310615;301248;293318;288719;285235;282738;281682;280797;277034;274568;270247;266406;260566;254266;245976;235734;225080;213950;202364;192080;181194;170680;159336;148304;137052;126261;116051;106102;96067;86406;76723;67749;59327;51760;45096;39444;34268;29285;24571;20249;16416;13080;10214;7785;5829
Nacional;2031;Cabecera;Mujeres;1899;1348;1798;221030;225334;229452;233333;237056;240512;244593;248583;252438;256128;260292;265506;267786;273215;278356;283150;287816;292931;298077;303302;308077;313040;318205;323810;329431;331286;333039;335256;338071;341587;345916;349690;352552;354395;352862;351581;350177;346633;340736;333010;324553;316390;308021;301588;296212;292272;288709;287598;286574;284066;280173;275076;266570;259028;250142;242549;236206;232471;229567;227489;226618;225949;222907;220826;217244;213974;209064;203701;196727;188076;179077;169703;160081;151588;142664;134037;124707;115631;106396;97552;89231;81149;73064;65321;57595;50506;43873;37951;32765;28312;24264;20446;16903;13728;10943;8558;6542;4874
Nacional;2031;Centros Poblados y Rural Disperso;Mujeres;603;434;586;92116;93792;95740;97890;100097;102422;104250;105612;106296;107039;107859;108873;108645;108327;108532;107202;106100;105040;103934;102809;101609;100557;99885;99582;99592;98572;97682;97103;96760;96453;95745;94360;92833;91359;89310;88161;87438;86460;84910;82957;80916;78997;77063;75669;74367;73304;72031;71264;70453;69218;67794;66071;63588;61446;59165;57323;55668;54707;54014;53477;53139;52737;51863;51279;50350;49554;48411;47232;45695;43893;42035;40077;37913;35905;33733;31639;29448;27330;25176;23109;21112;19183;17219;15333;13478;11804;10218;8784;7533;6536;5641;4774;3949;3194;2545;2004;1545;1167
Nacional;2031;Total;Mujeres;2502;1782;2384;313146;319126;325192;331223;337153;342934;348843;354195;358734;363167;368151;374379;376431;381542;386888;390352;393916;397971;402011;406111;409686;413597;418090;423392;429023;429858;430721;432359;434831;438040;441661;444050;445385;445754;442172;439742;437615;433093;425646;415967;405469;395387;385084;377257;370579;365576;360740;358862;357027;353284;347967;341147;330158;320474;309307;299872;291874;287178;283581;280966;279757;278686;274770;272105;267594;263528;257475;250933;242422;231969;221112;209780;197994;187493;176397;165676;154155;142961;131572;120661;110343;100332;90283;80654;71073;62310;54091;46735;40298;34848;29905;25220;20852;16922;13488;10562;8087;6041
Nacional;2032;Cabecera;Mujeres;1958;1404;1867;216575;220875;225011;228938;232743;236297;240245;244604;248972;252746;256411;260600;266041;268665;274398;280365;284908;289709;294904;300030;305150;309779;314547;319490;324820;330133;331697;333168;335143;337772;341212;345506;349258;352097;353882;352324;351017;349599;346013;340107;332411;323988;315852;307519;301177;295895;292025;288493;287383;286338;283744;279741;274569;265979;258318;249283;241567;235117;231252;228246;226050;225047;224169;220929;218634;214872;211419;206334;200776;193604;184770;175622;166124;156396;147762;138697;129911;120435;111249;101940;93013;84623;76490;68399;60692;53148;46204;39761;34042;29054;24774;20946;17404;14164;11307;8849;6782;5075
Nacional;2032;Centros Poblados y Rural Disperso;Mujeres;610;448;610;90217;91897;93863;96045;98297;100681;102518;104070;105046;105816;106575;107361;108137;107555;106930;106296;105198;103927;102742;101589;100510;99403;98503;98024;97966;98238;97487;96871;96524;96351;96124;95444;94068;92563;91121;89109;87975;87257;86303;84755;82756;80682;78722;76746;75248;73817;72659;71327;70505;69654;68451;67068;65355;62901;60819;58627;56843;55216;54282;53569;53008;52641;52265;51407;50825;49867;49014;47809;46578;44996;43163;41233;39179;36923;34826;32596;30435;28226;26053;23862;21773;19777;17862;15928;14076;12265;10643;9122;7757;6585;5668;4830;4028;3286;2615;2052;1591;1207
Nacional;2032;Total;Mujeres;2568;1852;2477;306792;312772;318874;324983;331040;336978;342763;348674;354018;358562;362986;367961;374178;376220;381328;386661;390106;393636;397646;401619;405660;409182;413050;417514;422786;428371;429184;430039;431667;434123;437336;440950;443326;444660;445003;441433;438992;436856;432316;424862;415167;404670;394574;384265;376425;369712;364684;359820;357888;355992;352195;346809;339924;328880;319137;307910;298410;290333;285534;281815;279058;277688;276434;272336;269459;264739;260433;254143;247354;238600;227933;216855;205303;193319;182588;171293;160346;148661;137302;125802;114786;104400;94352;84327;74768;65413;56847;48883;41799;35639;30442;25776;21432;17450;13922;10901;8373;6282
Nacional;2033;Cabecera;Mujeres;2034;1446;1947;212167;216436;220561;224518;228359;232005;236042;240264;245003;249283;253040;256724;261141;266916;269843;276384;282101;286784;291663;296831;301859;306827;311267;315803;320480;325540;330549;331848;333068;334874;337421;340837;345126;348845;351641;353379;351783;350459;349002;345394;339513;331848;323451;315346;307108;300864;295650;291800;288288;287166;286020;283320;279234;273979;265265;257447;248285;240461;233897;229938;226823;224499;223294;222203;218761;216280;212335;208693;203404;197634;190245;181250;171967;162344;152496;143703;134479;125513;115929;106639;97248;88268;79807;71649;63600;56045;48656;41911;35701;30210;25450;21412;17848;14603;11686;9156;7028;5260
Nacional;2033;Centros Poblados y Rural Disperso;Mujeres;628;457;631;88333;90002;91972;94157;96447;98864;100771;102346;103509;104568;105351;106086;106631;107053;106169;104725;104312;103045;101651;100428;99317;98330;97379;96674;96444;96638;97171;96674;96298;96111;96016;95804;95129;93773;92296;90886;88909;87789;87091;86145;84554;82513;80403;78394;76317;74692;73175;71953;70566;69702;68883;67723;66351;64645;62266;60263;58138;56386;54788;53839;53104;52510;52176;51809;50957;50342;49328;48414;47156;45874;44256;42345;40317;38169;35822;33656;31368;29180;26913;24707;22491;20400;18429;16529;14625;12814;11070;9503;8058;6789;5713;4857;4081;3352;2688;2111;1627;1248
Nacional;2033;Total;Mujeres;2662;1903;2578;300500;306438;312533;318675;324806;330869;336813;342610;348512;353851;358391;362810;367772;373969;376012;381109;386413;389829;393314;397259;401176;405157;408646;412477;416924;422178;427720;428522;429366;430985;433437;436641;440255;442618;443937;444265;440692;438248;436093;431539;424067;414361;403854;393740;383425;375556;368825;363753;358854;356868;354903;351043;345585;338624;327531;317710;306423;296847;288685;283777;279927;277009;275470;274012;269718;266622;261663;257107;250560;243508;234501;223595;212284;200513;188318;177359;165847;154693;142842;131346;119739;108668;98236;88178;78225;68859;59726;51414;43759;36999;31163;26269;21929;17955;14374;11267;8655;6508
Nacional;2034;Cabecera;Mujeres;2113;1499;2025;207828;212041;216125;220083;223952;227654;231762;236065;240663;245321;249573;253351;257274;262021;268090;271815;278098;283968;288718;293565;298635;303514;308296;312509;316780;321178;325976;330707;331762;332822;334544;337069;340490;344760;348437;351179;352877;351246;349887;348394;344811;338958;331313;322949;314927;306798;300620;295430;291602;288071;286862;285598;282823;278652;273255;264389;256426;247164;239227;232578;228522;225288;222767;221362;220045;216431;213751;209633;205771;200257;194246;186666;177525;168104;158343;148363;139382;129982;120868;111174;101793;92338;83296;74800;66672;58768;51348;44173;37655;31717;26494;22018;18269;14995;12060;9480;7279;5460
Nacional;2034;Centros Poblados y Rural Disperso;Mujeres;652;474;650;86472;88126;90078;92262;94555;96995;98960;100603;101789;103034;104119;104868;105360;105562;105668;103984;102775;102174;100788;99366;98186;97172;96329;95576;95118;95148;95599;96370;96109;95886;95778;95693;95475;94805;93480;92049;90657;88707;87616;86931;85936;84301;82230;80066;77960;75757;74040;72466;71183;69768;68934;68153;66997;65638;63995;61699;59766;57674;55952;54346;53370;52611;52050;51721;51365;50477;49807;48733;47753;46454;45125;43428;41420;39285;37043;34625;32400;30079;27834;25533;23291;21084;19016;17061;15183;13326;11569;9884;8407;7050;5896;4897;4107;3396;2750;2168;1674;1281
Nacional;2034;Total;Mujeres;2765;1973;2675;294300;300167;306203;312345;318507;324649;330722;336668;342452;348355;353692;358219;362634;367583;373758;375799;380873;386142;389506;392931;396821;400686;404625;408085;411898;416326;421575;427077;427871;428708;430322;432762;435965;439565;441917;443228;443534;439953;437503;435325;430747;423259;413543;403015;392887;382555;374660;367896;362785;357839;355796;353751;349820;344290;337250;326088;316192;304838;295179;286924;281892;277899;274817;273083;271410;266908;263558;258366;253524;246711;239371;230094;218945;207389;195386;182988;171782;160061;148702;136707;125084;113422;102312;91861;81855;72094;62917;54057;46062;38767;32390;26915;22376;18391;14810;11648;8953;6741
Nacional;2035;Cabecera;Mujeres;2229;1567;2108;203575;207705;211741;215667;219538;223263;227416;231787;236474;240978;245616;249889;253903;258143;263191;270057;273521;279931;285880;290600;295357;300261;304966;309518;313473;317466;321609;326158;330637;331530;332506;334215;336738;340163;344390;348025;350725;352364;350696;349300;347831;344265;338430;330808;322537;314614;306554;300404;295234;291390;287774;286449;285111;282245;277935;272362;263361;255282;245914;237891;231163;226987;223572;220858;219233;217731;213933;211061;206726;202625;196867;190638;182879;173587;164018;154098;143954;134773;125225;115970;106175;96702;87189;78124;69651;61650;53881;46650;39725;33484;27836;22949;18806;15362;12407;9797;7545;5663
Nacional;2035;Centros Poblados y Rural Disperso;Mujeres;689;486;673;84649;86274;88203;90361;92646;95099;97092;98792;100056;101332;102589;103637;104153;104309;104204;103491;102045;100675;99941;98525;97149;96072;95203;94552;94042;93848;94128;94824;95810;95707;95560;95453;95360;95135;94497;93202;91795;90435;88521;87450;86716;85683;84011;81890;79622;77388;75100;73323;71695;70379;68999;68204;67429;66279;64977;63418;61193;59295;57232;55503;53876;52882;52150;51605;51288;50882;49949;49210;48078;47051;45704;44293;42483;40371;38135;35812;33346;31077;28703;26411;24081;21844;19662;17614;15679;13837;12034;10339;8747;7363;6125;5055;4149;3420;2786;2216;1724;1322
Nacional;2035;Total;Mujeres;2918;2053;2781;288224;293979;299944;306028;312184;318362;324508;330579;336530;342310;348205;353526;358056;362452;367395;373548;375566;380606;385821;389125;392506;396333;400169;404070;407515;411314;415737;420982;426447;427237;428066;429668;432098;435298;438887;441227;442520;442799;439217;436750;434547;429948;422441;412698;402159;392002;381654;373727;366929;361769;356773;354653;352540;348524;342912;335780;324554;314577;303146;293394;285039;279869;275722;272463;270521;268613;263882;260271;254804;249676;242571;234931;225362;213958;202153;189910;177300;165850;153928;142381;130256;118546;106851;95738;85330;75487;65915;56989;48472;40847;33961;28004;22955;18782;15193;12013;9269;6985
Nacional;2036;Cabecera;Mujeres;2349;1656;2199;199421;203453;207423;211288;215142;218866;223038;227452;232196;236785;241275;245936;250439;254770;259309;265138;271749;275348;281815;287744;292368;296970;301695;306171;310466;314153;317885;321788;326113;330411;331237;332192;333905;336429;339828;344024;347598;350267;351837;350132;348756;347304;343748;337930;330400;322228;314376;306336;300211;295027;291092;287371;285969;284546;281522;277045;271325;262206;254004;244558;236462;229628;225276;221675;218759;216950;215238;211269;208174;203606;199232;193263;186815;178874;169418;159670;149572;139252;129897;120209;110807;100922;91360;81825;72796;64451;56565;48988;41993;35349;29414;24140;19622;15834;12728;10096;7804;5876
Nacional;2036;Centros Poblados y Rural Disperso;Mujeres;725;511;698;82872;84461;86350;88484;90740;93180;95192;96928;98253;99608;100895;102117;102934;103114;102966;102059;101572;99958;98484;97700;96332;95058;94131;93453;93044;92789;92851;93372;94285;95416;95377;95244;95123;95021;94811;94193;92939;91547;90231;88341;87231;86456;85384;83663;81436;79044;76711;74378;72545;70884;69602;68275;67483;66705;65622;64396;62898;60710;58848;56776;55019;53392;52424;51711;51174;50812;50357;49361;48555;47375;46301;44865;43341;41417;39199;36882;34497;31992;29667;27244;24919;22590;20378;18224;16190;14296;12505;10763;9147;7666;6400;5261;4282;3457;2805;2246;1767;1358
Nacional;2036;Total;Mujeres;3074;2167;2897;282293;287914;293773;299772;305882;312046;318230;324380;330449;336393;342170;348053;353373;357884;362275;367197;373321;375306;380299;385444;388700;392028;395826;399624;403510;406942;410736;415160;420398;425827;426614;427436;429028;431450;434639;438217;440537;441814;442068;438473;435987;433760;429132;421593;411836;401272;391087;380714;372756;365911;360694;355646;353452;351251;347144;341441;334223;322916;312852;301334;291481;283020;277700;273386;269933;267762;265595;260630;256729;250981;245533;238128;230156;220291;208617;196552;184069;171244;159564;147453;135726;123512;111738;100049;88986;78747;69070;59751;51140;43015;35814;29401;23904;19291;15533;12342;9571;7234
Nacional;2037;Cabecera;Mujeres;2458;1747;2313;195379;199304;203182;206988;210778;214485;218653;223078;227853;232504;237085;241599;246475;251301;255921;261239;266822;273561;277216;283657;289487;293966;298376;302886;307110;311135;314567;318060;321741;325913;330127;330938;331904;333613;336110;339489;343633;347180;349776;351301;349600;348246;346791;343271;337527;330097;321993;314160;306148;300002;294732;290689;286897;285411;283830;280646;276005;270144;260916;252621;243102;234908;227918;223383;219590;216499;214502;212589;208410;205061;200244;195619;189434;182776;174627;164986;155038;144739;134268;124748;114917;105376;95405;85796;76294;67402;59178;51463;44130;37400;31087;25533;20662;16540;13130;10367;8056;6091
Nacional;2037;Centros Poblados y Rural Disperso;Mujeres;747;540;729;81147;82693;84533;86627;88857;91268;93271;95029;96406;97816;99179;100435;101430;101909;101793;100855;100170;99501;97787;96279;95532;94265;93147;92407;91967;91813;91808;92110;92847;93911;95094;95068;94915;94790;94698;94501;93907;92671;91328;90033;88114;86966;86161;85023;83199;80844;78359;75982;73580;71731;70110;68874;67552;66765;66047;65033;63875;62409;60252;58381;56292;54530;52928;51989;51284;50711;50293;49766;48713;47858;46626;45462;43910;42262;40229;37917;35537;33112;30548;28167;25711;23393;21080;18892;16759;14775;12924;11191;9526;8023;6669;5494;4456;3577;2838;2268;1790;1392
Nacional;2037;Total;Mujeres;3205;2287;3042;276526;281997;287715;293615;299635;305753;311924;318107;324259;330320;336264;342034;347905;353210;357714;362094;366992;373062;375003;379936;385019;388231;391523;395293;399077;402948;406375;410170;414588;419824;425221;426006;426819;428403;430808;433990;437540;439851;441104;441334;437714;435212;432952;428294;420726;410941;400352;390142;379728;371733;364842;359563;354449;352176;349877;345679;339880;332553;321168;311002;299394;289438;280846;275372;270874;267210;264795;262355;257123;252919;246870;241081;233344;225038;214856;202903;190575;177851;164816;152915;140628;128769;116485;104688;93053;82177;72102;62654;53656;45423;37756;31027;25118;20117;15968;12635;9846;7483
Nacional;2038;Cabecera;Mujeres;2562;1829;2443;191456;195271;199042;202756;206489;210146;214280;218693;223478;228162;232802;237400;242134;247333;252441;257828;262903;268619;275421;279047;285371;291063;295356;299556;303809;307776;311537;314734;318008;321552;325656;329836;330653;331630;333309;335789;339126;343253;346721;349272;350795;349106;347757;346330;342867;337235;329873;321781;313973;305940;299709;294331;290215;286346;284714;282955;279601;274826;268833;259511;251136;241534;233171;226021;221303;217347;214083;211882;209741;205334;201709;196649;191796;185384;178493;170113;160255;150082;139620;129000;119317;109338;99674;89646;80047;70691;61934;53884;46391;39341;32922;27005;21873;17440;13736;10706;8283;6289
Nacional;2038;Centros Poblados y Rural Disperso;Mujeres;763;557;765;79476;80973;82767;84812;86993;89367;91359;93117;94519;95979;97400;98734;99755;100430;100605;99716;98994;98138;97342;95607;94151;93487;92372;91448;90946;90753;90852;91083;91604;92480;93606;94793;94750;94585;94470;94384;94211;93623;92433;91118;89787;87840;86663;85798;84558;82596;80140;77607;75175;72762;70946;69377;68150;66837;66107;65460;64516;63380;61942;59782;57890;55783;54065;52500;51561;50825;50198;49714;49122;48017;47114;45793;44501;42828;41057;38926;36546;34121;31624;29019;26592;24142;21835;19551;17381;15301;13362;11569;9912;8360;6980;5736;4661;3721;2933;2296;1810;1414
Nacional;2038;Total;Mujeres;3325;2386;3208;270932;276244;281809;287568;293482;299513;305639;311810;317997;324141;330202;336134;341889;347763;353046;357544;361897;366757;372763;374654;379522;384550;387728;391004;394755;398529;402389;405817;409612;414032;419262;424629;425403;426215;427779;430173;433337;436876;439154;440390;440582;436946;434420;432128;427425;419831;410013;399388;389148;378702;370655;363708;358365;353183;350821;348415;344117;338206;330775;319293;309026;297317;287236;278521;272864;268172;264281;261596;258863;253351;248823;242442;236297;228212;219550;209039;196801;184203;171244;158019;145909;133480;121509;109197;97428;85992;75296;65453;56303;47701;39902;32741;26534;21161;16669;13002;10093;7703
Nacional;2039;Cabecera;Mujeres;2664;1912;2573;187663;191354;195015;198629;202273;205871;209948;214327;219085;223781;228459;233114;237932;242976;248461;254320;259478;264690;270464;277227;280751;286922;292445;296517;300468;304456;308177;311700;314685;317816;321289;325389;329568;330390;331339;333007;335441;338767;342829;346248;348801;350322;348635;347305;345941;342595;337013;329668;321601;313766;305650;299307;293863;289661;285653;283843;281918;278422;273510;267406;258016;249528;239766;231256;223938;219064;214939;211496;209076;206679;202008;198138;192847;187739;181094;173937;165291;155192;144828;134200;123447;113583;103476;93712;83688;74221;64998;56434;48614;41393;34659;28624;23163;18481;14498;11214;8567;6478
Nacional;2039;Centros Poblados y Rural Disperso;Mujeres;775;570;799;77856;79307;81051;83041;85173;87494;89459;91208;92621;94107;95571;96965;98074;98780;99148;98563;97881;96990;96019;95183;93496;92150;91611;90691;90005;89757;89812;90143;90586;91247;92193;93321;94480;94424;94270;94163;94093;93919;93376;92204;90863;89493;87529;86299;85327;83940;81883;79376;76788;74334;71971;70209;68651;67431;66180;65531;64939;64019;62914;61462;59274;57376;55316;53623;52076;51109;50320;49628;49076;48433;47278;46273;44840;43414;41617;39735;37530;35100;32605;30048;27401;24980;22547;20259;17999;15872;13844;11971;10252;8701;7278;6005;4868;3894;3058;2377;1828;1430
Nacional;2039;Total;Mujeres;3439;2482;3372;265519;270661;276066;281670;287446;293365;299407;305535;311706;317888;324030;330079;336006;341756;347609;352883;357359;361680;366483;372410;374247;379072;384056;387208;390473;394213;397989;401843;405271;409063;413482;418710;424048;424814;425609;427170;429534;432686;436205;438452;439664;439815;436164;433604;431268;426535;418896;409044;398389;388100;377621;369516;362514;357092;351833;349374;346857;342441;336424;328868;317290;306904;295082;284879;276014;270173;265259;261124;258152;255112;249286;244411;237687;231153;222711;213672;202821;190292;177433;164248;150848;138563;126023;113971;101687;90093;78842;68405;58866;50094;41937;34629;28031;22375;17556;13591;10395;7908
Nacional;2040;Cabecera;Mujeres;2763;1986;2706;183996;187569;191109;194607;198160;201675;205677;209998;214715;219381;224075;228765;233642;238758;244086;250311;255951;261243;266522;272263;278918;282296;288279;293581;297423;301109;304853;308328;311651;314490;317563;321026;325142;329307;330113;331045;332678;335096;338370;342379;345800;348362;349869;348198;346937;345675;342383;336828;329489;321401;313477;305245;298835;293310;288962;284798;282817;280743;277106;272086;265873;256388;247733;237812;229143;221699;216662;212369;208723;206055;203368;198469;194344;188818;183447;176523;169059;160137;149820;139271;128475;117571;107553;97344;87537;77652;68284;59272;50957;43409;36500;30164;24571;19593;15380;11849;8984;6707
Nacional;2040;Centros Poblados y Rural Disperso;Mujeres;791;581;831;76290;77694;79389;81321;83394;85665;87589;89315;90717;92225;93711;95149;96323;97114;97533;97146;96754;95913;94905;93898;93087;91511;90311;89956;89266;88831;88828;89124;89653;90248;90964;91916;93025;94165;94119;93968;93872;93806;93660;93139;91941;90557;89165;87158;85824;84707;83221;81092;78544;75933;73527;71228;69478;67930;66775;65603;65007;64449;63551;62430;60948;58755;56894;54871;53198;51621;50609;49757;48999;48394;47694;46450;45319;43752;42198;40288;38320;36050;33552;30991;28392;25751;23331;20929;18657;16439;14377;12404;10612;9005;7581;6264;5105;4065;3206;2477;1895;1447
Nacional;2040;Total;Mujeres;3554;2567;3537;260286;265263;270498;275928;281554;287340;293266;299313;305432;311606;317786;323914;329965;335872;341619;347457;352705;357156;361427;366161;372005;373807;378590;383537;386689;389940;393681;397452;401304;404738;408527;412942;418167;423472;424232;425013;426550;428902;432030;435518;437741;438919;439034;435356;432761;430382;425604;417920;408033;397334;387004;376473;368313;361240;355737;350401;347824;345192;340657;334516;326821;315143;304627;292683;282341;273320;267271;262126;257722;254449;251062;244919;239663;232570;225645;216811;207379;196187;183372;170262;156867;143322;130884;118273;106194;94091;82661;71676;61569;52414;44081;36428;29676;23658;18586;14326;10879;8154
Nacional;2041;Cabecera;Mujeres;2869;2064;2842;180457;183906;187326;190714;194154;197577;201485;205733;210375;215007;219674;224380;229280;234448;239851;245907;251919;257693;263049;268314;273954;280444;283639;289404;294474;298051;301494;305006;308279;311460;314231;317300;320787;324906;329039;329819;330734;332346;334711;337940;341962;345388;347938;349445;347843;346689;345486;342199;336659;329300;321110;313066;304775;298281;292618;288107;283771;281659;279427;275680;270549;264220;254560;245743;235669;226866;219294;214097;209613;205739;202785;199843;194714;190333;184547;178867;171633;163845;154652;144130;133392;122422;111386;101238;90991;81268;71489;62321;53559;45540;38310;31799;25916;20804;16324;12582;9500;7049
Nacional;2041;Centros Poblados y Rural Disperso;Mujeres;806;593;855;74774;76137;77778;79653;81671;83878;85758;87446;88846;90331;91836;93302;94525;95389;95897;95566;95376;94821;93859;92816;91842;91122;89692;88686;88545;88111;87921;88150;88646;89322;89975;90702;91629;92720;93868;93824;93684;93586;93549;93425;92860;91626;90219;88784;86673;85198;83979;82426;80243;77670;75112;72774;70487;68751;67270;66193;65090;64517;63983;63065;61916;60416;58270;56439;54438;52744;51119;50053;49132;48326;47669;46866;45499;44230;42535;40862;38865;36823;34471;31902;29291;26685;24066;21666;19282;17050;14898;12880;11007;9323;7851;6530;5326;4267;3349;2598;1981;1494
Nacional;2041;Total;Mujeres;3675;2657;3697;255231;260043;265104;270367;275825;281455;287243;293179;299221;305338;311510;317682;323805;329837;335748;341473;347295;352514;356908;361130;365796;371566;373331;378090;383019;386162;389415;393156;396925;400782;404206;408002;412416;417626;422907;423643;424418;425932;428260;431365;434822;437014;438157;438229;434516;431887;429465;424625;416902;406970;396222;385840;375262;367032;359888;354300;348861;346176;343410;338745;332465;324636;312830;302182;290107;279610;270413;264150;258745;254065;250454;246709;240213;234563;227082;219729;210498;200668;189123;176032;162683;149107;135452;122904;110273;98318;86387;75201;64566;54863;46161;38329;31242;25071;19673;15180;11481;8543
Nacional;2042;Cabecera;Mujeres;3004;2143;2983;177031;180366;183671;186946;190271;193581;197402;201539;206107;210668;215287;219976;224876;230080;235521;241637;247489;253632;259488;264821;269986;275482;281776;284761;290274;295094;298431;301646;304951;308087;311203;313977;317060;320547;324660;328757;329518;330409;331975;334296;337547;341569;344986;347541;349110;347612;346508;345317;342049;336472;329009;320712;312584;304220;297585;291755;287083;282625;280350;278008;274143;268891;262365;252538;243549;233354;224429;216727;211346;206640;202512;199312;196093;190740;186076;179991;173970;166401;158295;148837;138117;127171;116037;104905;94685;84526;74872;65287;56357;47905;40222;33409;27346;21964;17358;13365;10105;7454
Nacional;2042;Centros Poblados y Rural Disperso;Mujeres;827;604;877;73310;74633;76222;78039;79994;82147;83969;85620;86989;88466;89961;91438;92698;93612;94198;93973;93839;93479;92798;91804;90798;89912;89320;88082;87307;87404;87210;87253;87690;88324;89059;89716;90424;91342;92433;93580;93546;93409;93333;93309;93142;92541;91279;89826;88286;86036;84470;83179;81561;79357;76833;74341;72022;69752;68087;66692;65676;64603;64056;63496;62550;61376;59919;57816;55999;53978;52240;50561;49431;48470;47607;46846;45922;44417;43009;41200;39423;37357;35219;32791;30159;27542;24952;22355;19972;17631;15451;13354;11435;9677;8136;6764;5554;4460;3510;2720;2077;1569
Nacional;2042;Total;Mujeres;3831;2747;3860;250341;254999;259893;264985;270265;275728;281371;287159;293096;299134;305248;311414;317574;323692;329719;335610;341328;347111;352286;356625;360784;365394;371096;372843;377581;382498;385641;388899;392641;396411;400262;403693;407484;411889;417093;422337;423064;423818;425308;427605;430689;434110;436265;437367;437396;433648;430978;428496;423610;415829;405842;395053;384606;373972;365672;358447;352759;347228;344406;341504;336693;330267;322284;310354;299548;287332;276669;267288;260777;255110;250119;246158;242015;235157;229085;221191;213393;203758;193514;181628;168276;154713;140989;127260;114657;102157;90323;78641;67792;57582;48358;40173;32900;26424;20868;16085;12182;9023
Nacional;2043;Cabecera;Mujeres;3179;2246;3121;173708;176946;180143;183298;186509;189720;193412;197453;201906;206392;210942;215585;220464;225661;231128;237276;243188;249182;255399;261235;266482;271504;276824;282881;285628;290892;295459;298576;301589;304761;307839;310939;313743;316824;320304;324389;328466;329207;330048;331575;333914;337170;341187;344609;347239;348897;347443;346358;345175;341876;336193;328605;320226;312032;303511;296722;290732;285927;281334;278946;276475;272476;267027;260305;250313;241188;230870;221834;213966;208383;203436;199061;195626;192134;186519;181534;175119;168717;160822;152413;142691;131731;120604;109344;98173;88011;77929;68421;59081;50447;42355;35110;28755;23202;18337;14228;10743;7943
Nacional;2043;Centros Poblados y Rural Disperso;Mujeres;860;621;901;71890;73175;74715;76481;78381;80460;82234;83840;85174;86622;88107;89576;90849;91810;92451;92318;92285;91976;91500;90780;89815;88908;88137;87725;86721;86184;86520;86554;86803;87373;88069;88814;89444;90145;91064;92163;93308;93272;93159;93100;93031;92820;92190;90880;89317;87631;85300;83663;82309;80663;78505;76048;73577;71271;69087;67502;66173;65192;64141;63572;62983;62012;60878;59454;57367;55529;53473;51670;49948;48766;47757;46805;45905;44839;43199;41669;39762;37907;35739;33510;31011;28370;25763;23189;20614;18269;15981;13862;11862;10059;8442;7017;5758;4653;3676;2854;2173;1644
Nacional;2043;Total;Mujeres;4039;2867;4022;245598;250121;254858;259779;264890;270180;275646;281293;287080;293014;299049;305161;311313;317471;323579;329594;335473;341158;346899;352015;356297;360412;364961;370606;372349;377076;381979;385130;388392;392134;395908;399753;403187;406969;411368;416552;421774;422479;423207;424675;426945;429990;433377;435489;436556;436528;432743;430021;427484;422539;414698;404653;393803;383303;372598;364224;356905;351119;345475;342518;339458;334488;327905;319759;307680;296717;284343;273504;263914;257149;251193;245866;241531;236973;229718;223203;214881;206624;196561;185923;173702;160101;146367;132533;118787;106280;93910;82283;70943;60506;50797;42127;34513;27855;22013;17082;12916;9587
