depto_nom;cod_mp;municipio;area_geografica;año;Poblacion;region
Cundinamarca;25368;Jerusalén;urbano;2011;592;
Cundinamarca;25368;Jerusalén;rural;2011;2099;
Cundinamarca;25368;Jerusalén;urbano;2012;590;
Cundinamarca;25368;Jerusalén;rural;2012;2099;
Cundinamarca;25368;Jerusalén;urbano;2013;589;
Cundinamarca;25368;Jerusalén;rural;2013;2099;
Cundinamarca;25368;Jerusalén;urbano;2014;587;
Cundinamarca;25368;Jerusalén;rural;2014;2096;
Cundinamarca;25368;Jerusalén;urbano;2015;586;
Cundinamarca;25368;Jerusalén;rural;2015;2093;
Cundinamarca;25368;Jerusalén;urbano;2016;585;
Cundinamarca;25368;Jerusalén;rural;2016;2098;
Cundinamarca;25368;Jerusalén;urbano;2017;585;
Cundinamarca;25368;Jerusalén;rural;2017;2087;
Cundinamarca;25368;Jerusalén;urbano;2018;584;
Cundinamarca;25368;Jerusalén;rural;2018;2080;
Cundinamarca;25368;Jerusalén;urbano;2019;584;
Cundinamarca;25368;Jerusalén;rural;2019;2076;
Cundinamarca;25368;Jerusalén;urbano;2020;584;
Cundinamarca;25368;Jerusalén;rural;2020;2074;
Santander;68368;Jesús María;urbano;2005;806;
Santander;68368;Jesús María;rural;2005;2649;
Santander;68368;Jesús María;urbano;2006;809;
Santander;68368;Jesús María;rural;2006;2610;
Santander;68368;Jesús María;urbano;2007;813;
Santander;68368;Jesús María;rural;2007;2578;
Santander;68368;Jesús María;urbano;2008;817;
Santander;68368;Jesús María;rural;2008;2539;
Santander;68368;Jesús María;urbano;2009;821;
Santander;68368;Jesús María;rural;2009;2505;
Santander;68368;Jesús María;urbano;2010;826;
Santander;68368;Jesús María;rural;2010;2466;
Santander;68368;Jesús María;urbano;2011;831;
Santander;68368;Jesús María;rural;2011;2434;
Santander;68368;Jesús María;urbano;2012;836;
Santander;68368;Jesús María;rural;2012;2398;
Santander;68368;Jesús María;urbano;2013;842;
Santander;68368;Jesús María;rural;2013;2362;
Santander;68368;Jesús María;urbano;2014;848;
Santander;68368;Jesús María;rural;2014;2324;
Santander;68368;Jesús María;urbano;2015;854;
Santander;68368;Jesús María;rural;2015;2283;
Santander;68368;Jesús María;urbano;2016;861;
Santander;68368;Jesús María;rural;2016;2246;
Santander;68368;Jesús María;urbano;2017;868;
Santander;68368;Jesús María;rural;2017;2212;
Santander;68368;Jesús María;urbano;2018;875;
Santander;68368;Jesús María;rural;2018;2170;
Santander;68368;Jesús María;urbano;2019;883;
Santander;68368;Jesús María;rural;2019;2141;
Santander;68368;Jesús María;urbano;2020;891;
Santander;68368;Jesús María;rural;2020;2101;
Santander;68370;Jordán;urbano;2005;64;
Santander;68370;Jordán;rural;2005;1100;
Santander;68370;Jordán;urbano;2006;63;
Santander;68370;Jordán;rural;2006;1097;
Santander;68370;Jordán;urbano;2007;62;
Santander;68370;Jordán;rural;2007;1088;
Santander;68370;Jordán;urbano;2008;62;
Santander;68370;Jordán;rural;2008;1085;
Santander;68370;Jordán;urbano;2009;60;
Santander;68370;Jordán;rural;2009;1074;
Santander;68370;Jordán;urbano;2010;60;
Santander;68370;Jordán;rural;2010;1073;
Santander;68370;Jordán;urbano;2011;59;
Santander;68370;Jordán;rural;2011;1064;
Santander;68370;Jordán;urbano;2012;58;
Santander;68370;Jordán;rural;2012;1063;
Santander;68370;Jordán;urbano;2013;57;
Santander;68370;Jordán;rural;2013;1055;
Santander;68370;Jordán;urbano;2014;56;
Santander;68370;Jordán;rural;2014;1049;
Santander;68370;Jordán;urbano;2015;56;
Santander;68370;Jordán;rural;2015;1047;
Santander;68370;Jordán;urbano;2016;55;
Santander;68370;Jordán;rural;2016;1044;
Santander;68370;Jordán;urbano;2017;54;
Santander;68370;Jordán;rural;2017;1038;
Santander;68370;Jordán;urbano;2018;54;
Santander;68370;Jordán;rural;2018;1035;
Santander;68370;Jordán;urbano;2019;53;
Santander;68370;Jordán;rural;2019;1031;
Santander;68370;Jordán;urbano;2020;52;
Santander;68370;Jordán;rural;2020;1025;
Atlántico;8372;Juan de Acosta;urbano;2005;9134;
Atlántico;8372;Juan de Acosta;rural;2005;5444;
Atlántico;8372;Juan de Acosta;urbano;2006;9334;
Atlántico;8372;Juan de Acosta;rural;2006;5440;
Atlántico;8372;Juan de Acosta;urbano;2007;9561;
Atlántico;8372;Juan de Acosta;rural;2007;5437;
Atlántico;8372;Juan de Acosta;urbano;2008;9789;
Atlántico;8372;Juan de Acosta;rural;2008;5436;
Atlántico;8372;Juan de Acosta;urbano;2009;10012;
Atlántico;8372;Juan de Acosta;rural;2009;5435;
Atlántico;8372;Juan de Acosta;urbano;2010;10238;
Atlántico;8372;Juan de Acosta;rural;2010;5435;
Atlántico;8372;Juan de Acosta;urbano;2011;10465;
Atlántico;8372;Juan de Acosta;rural;2011;5437;
Atlántico;8372;Juan de Acosta;urbano;2012;10689;
Atlántico;8372;Juan de Acosta;rural;2012;5439;
Atlántico;8372;Juan de Acosta;urbano;2013;10916;
Atlántico;8372;Juan de Acosta;rural;2013;5443;
Atlántico;8372;Juan de Acosta;urbano;2014;11131;
Atlántico;8372;Juan de Acosta;rural;2014;5448;
Atlántico;8372;Juan de Acosta;urbano;2015;11358;
Atlántico;8372;Juan de Acosta;rural;2015;5453;
Atlántico;8372;Juan de Acosta;urbano;2016;11573;
Atlántico;8372;Juan de Acosta;rural;2016;5460;
Atlántico;8372;Juan de Acosta;urbano;2017;11794;
Atlántico;8372;Juan de Acosta;rural;2017;5468;
Atlántico;8372;Juan de Acosta;urbano;2018;12012;
Atlántico;8372;Juan de Acosta;rural;2018;5477;
Atlántico;8372;Juan de Acosta;urbano;2019;12221;
Atlántico;8372;Juan de Acosta;rural;2019;5487;
Atlántico;8372;Juan de Acosta;urbano;2020;12427;
Atlántico;8372;Juan de Acosta;rural;2020;5498;
Cundinamarca;25372;Junín;urbano;2005;821;
Cundinamarca;25372;Junín;rural;2005;7627;
Cundinamarca;25372;Junín;urbano;2006;838;
Cundinamarca;25372;Junín;rural;2006;7557;
Cundinamarca;25372;Junín;urbano;2007;861;
Cundinamarca;25372;Junín;rural;2007;7548;
Cundinamarca;25372;Junín;urbano;2008;882;
Cundinamarca;25372;Junín;rural;2008;7544;
Cundinamarca;25372;Junín;urbano;2009;904;
Cundinamarca;25372;Junín;rural;2009;7558;
Cundinamarca;25372;Junín;urbano;2010;923;
Cundinamarca;25372;Junín;rural;2010;7566;
Cundinamarca;25372;Junín;urbano;2011;941;
Cundinamarca;25372;Junín;rural;2011;7574;
Cundinamarca;25372;Junín;urbano;2012;956;
Cundinamarca;25372;Junín;rural;2012;7579;
Cundinamarca;25372;Junín;urbano;2013;972;
Cundinamarca;25372;Junín;rural;2013;7594;
Cundinamarca;25372;Junín;urbano;2014;986;
Cundinamarca;25372;Junín;rural;2014;7603;
Cundinamarca;25372;Junín;urbano;2015;998;
Cundinamarca;25372;Junín;rural;2015;7612;
Cundinamarca;25372;Junín;urbano;2016;1010;
Cundinamarca;25372;Junín;rural;2016;7634;
Cundinamarca;25372;Junín;urbano;2017;1021;
Cundinamarca;25372;Junín;rural;2017;7651;
Cundinamarca;25372;Junín;urbano;2018;1031;
Cundinamarca;25372;Junín;rural;2018;7670;
Cundinamarca;25372;Junín;urbano;2019;1040;
Cundinamarca;25372;Junín;rural;2019;7680;
Cundinamarca;25372;Junín;urbano;2020;1048;
Cundinamarca;25372;Junín;rural;2020;7702;
Chocó;27372;Juradó;urbano;2005;1675;
Chocó;27372;Juradó;rural;2005;1934;
Chocó;27372;Juradó;urbano;2006;1670;
Chocó;27372;Juradó;rural;2006;1902;
Chocó;27372;Juradó;urbano;2007;1666;
Chocó;27372;Juradó;rural;2007;1874;
Chocó;27372;Juradó;urbano;2008;1663;
Chocó;27372;Juradó;rural;2008;1851;
Chocó;27372;Juradó;urbano;2009;1659;
Chocó;27372;Juradó;rural;2009;1826;
Chocó;27372;Juradó;urbano;2010;1653;
Chocó;27372;Juradó;rural;2010;1802;
Chocó;27372;Juradó;urbano;2011;1648;
Chocó;27372;Juradó;rural;2011;1780;
Chocó;27372;Juradó;urbano;2012;1645;
Chocó;27372;Juradó;rural;2012;1762;
Chocó;27372;Juradó;urbano;2013;1635;
Chocó;27372;Juradó;rural;2013;1738;
Chocó;27372;Juradó;urbano;2014;1631;
Chocó;27372;Juradó;rural;2014;1722;
Chocó;27372;Juradó;urbano;2015;1620;
Chocó;27372;Juradó;rural;2015;1699;
Chocó;27372;Juradó;urbano;2016;1613;
Chocó;27372;Juradó;rural;2016;1682;
Chocó;27372;Juradó;urbano;2017;1603;
Chocó;27372;Juradó;rural;2017;1664;
Chocó;27372;Juradó;urbano;2018;1593;
Chocó;27372;Juradó;rural;2018;1646;
Chocó;27372;Juradó;urbano;2019;1586;
Chocó;27372;Juradó;rural;2019;1631;
Chocó;27372;Juradó;urbano;2020;1575;
Chocó;27372;Juradó;rural;2020;1613;
Córdoba;23350;La Apartada;urbano;2005;9935;
Córdoba;23350;La Apartada;rural;2005;2767;
Córdoba;23350;La Apartada;urbano;2006;10266;
Córdoba;23350;La Apartada;rural;2006;2671;
Córdoba;23350;La Apartada;urbano;2007;10594;
Córdoba;23350;La Apartada;rural;2007;2568;
Córdoba;23350;La Apartada;urbano;2008;10916;
Córdoba;23350;La Apartada;rural;2008;2481;
Córdoba;23350;La Apartada;urbano;2009;11235;
Córdoba;23350;La Apartada;rural;2009;2397;
Córdoba;23350;La Apartada;urbano;2010;11549;
Córdoba;23350;La Apartada;rural;2010;2341;
Córdoba;23350;La Apartada;urbano;2011;11859;
Córdoba;23350;La Apartada;rural;2011;2283;
Córdoba;23350;La Apartada;urbano;2012;12151;
Córdoba;23350;La Apartada;rural;2012;2252;
Córdoba;23350;La Apartada;urbano;2013;12438;
Córdoba;23350;La Apartada;rural;2013;2228;
Córdoba;23350;La Apartada;urbano;2014;12724;
Córdoba;23350;La Apartada;rural;2014;2210;
Córdoba;23350;La Apartada;urbano;2015;13005;
Córdoba;23350;La Apartada;rural;2015;2199;
Córdoba;23350;La Apartada;urbano;2016;13288;
Córdoba;23350;La Apartada;rural;2016;2194;
Córdoba;23350;La Apartada;urbano;2017;13573;
Córdoba;23350;La Apartada;rural;2017;2193;
Córdoba;23350;La Apartada;urbano;2018;13848;
Córdoba;23350;La Apartada;rural;2018;2198;
Córdoba;23350;La Apartada;urbano;2019;14112;
Córdoba;23350;La Apartada;rural;2019;2203;
Córdoba;23350;La Apartada;urbano;2020;14365;
Córdoba;23350;La Apartada;rural;2020;2211;
Huila;41378;La Argentina;urbano;2005;3663;
Huila;41378;La Argentina;rural;2005;7929;
Huila;41378;La Argentina;urbano;2006;3784;
Huila;41378;La Argentina;rural;2006;8037;
Huila;41378;La Argentina;urbano;2007;3902;
Huila;41378;La Argentina;rural;2007;8146;
Huila;41378;La Argentina;urbano;2008;4024;
Huila;41378;La Argentina;rural;2008;8265;
Huila;41378;La Argentina;urbano;2009;4141;
Huila;41378;La Argentina;rural;2009;8381;
Huila;41378;La Argentina;urbano;2010;4260;
Huila;41378;La Argentina;rural;2010;8504;
Huila;41378;La Argentina;urbano;2011;4379;
Huila;41378;La Argentina;rural;2011;8632;
Huila;41378;La Argentina;urbano;2012;4494;
Huila;41378;La Argentina;rural;2012;8760;
Huila;41378;La Argentina;urbano;2013;4611;
Huila;41378;La Argentina;rural;2013;8895;
Huila;41378;La Argentina;urbano;2014;4726;
Huila;41378;La Argentina;rural;2014;9030;
Huila;41378;La Argentina;urbano;2015;4844;
Huila;41378;La Argentina;rural;2015;9177;
Huila;41378;La Argentina;urbano;2016;4955;
Huila;41378;La Argentina;rural;2016;9316;
Huila;41378;La Argentina;urbano;2017;5069;
Huila;41378;La Argentina;rural;2017;9463;
Huila;41378;La Argentina;urbano;2018;5183;
Huila;41378;La Argentina;rural;2018;9614;
Huila;41378;La Argentina;urbano;2019;5295;
Huila;41378;La Argentina;rural;2019;9764;
Huila;41378;La Argentina;urbano;2020;5407;
Huila;41378;La Argentina;rural;2020;9920;
Santander;68377;La Belleza;urbano;2005;1683;
Santander;68377;La Belleza;rural;2005;6779;
Santander;68377;La Belleza;urbano;2006;1714;
Santander;68377;La Belleza;rural;2006;6767;
Santander;68377;La Belleza;urbano;2007;1742;
Santander;68377;La Belleza;rural;2007;6757;
Santander;68377;La Belleza;urbano;2008;1769;
Santander;68377;La Belleza;rural;2008;6746;
Santander;68377;La Belleza;urbano;2009;1795;
Santander;68377;La Belleza;rural;2009;6735;
Santander;68377;La Belleza;urbano;2010;1818;
Santander;68377;La Belleza;rural;2010;6725;
Santander;68377;La Belleza;urbano;2011;1840;
Santander;68377;La Belleza;rural;2011;6715;
Santander;68377;La Belleza;urbano;2012;1860;
Santander;68377;La Belleza;rural;2012;6705;
Santander;68377;La Belleza;urbano;2013;1879;
Santander;68377;La Belleza;rural;2013;6695;
Santander;68377;La Belleza;urbano;2014;1895;
Santander;68377;La Belleza;rural;2014;6686;
Santander;68377;La Belleza;urbano;2015;1910;
Santander;68377;La Belleza;rural;2015;6677;
Santander;68377;La Belleza;urbano;2016;1923;
Santander;68377;La Belleza;rural;2016;6669;
Santander;68377;La Belleza;urbano;2017;1935;
Santander;68377;La Belleza;rural;2017;6659;
Santander;68377;La Belleza;urbano;2018;1945;
Santander;68377;La Belleza;rural;2018;6651;
Santander;68377;La Belleza;urbano;2019;1953;
Santander;68377;La Belleza;rural;2019;6643;
Santander;68377;La Belleza;urbano;2020;1959;
Santander;68377;La Belleza;rural;2020;6635;
Cundinamarca;25377;La Calera;urbano;2005;9520;
Cundinamarca;25377;La Calera;rural;2005;14248;
Cundinamarca;25377;La Calera;urbano;2006;9783;
Cundinamarca;25377;La Calera;rural;2006;14392;
Cundinamarca;25377;La Calera;urbano;2007;10032;
Cundinamarca;25377;La Calera;rural;2007;14525;
Cundinamarca;25377;La Calera;urbano;2008;10278;
Cundinamarca;25377;La Calera;rural;2008;14665;
Cundinamarca;25377;La Calera;urbano;2009;10517;
Cundinamarca;25377;La Calera;rural;2009;14802;
Cundinamarca;25377;La Calera;urbano;2010;10749;
Cundinamarca;25377;La Calera;rural;2010;14939;
Cundinamarca;25377;La Calera;urbano;2011;10985;
Cundinamarca;25377;La Calera;rural;2011;15092;
Cundinamarca;25377;La Calera;urbano;2012;11211;
Cundinamarca;25377;La Calera;rural;2012;15238;
Cundinamarca;25377;La Calera;urbano;2013;11428;
Cundinamarca;25377;La Calera;rural;2013;15382;
Cundinamarca;25377;La Calera;urbano;2014;11641;
Cundinamarca;25377;La Calera;rural;2014;15528;
Cundinamarca;25377;La Calera;urbano;2015;11849;
Cundinamarca;25377;La Calera;rural;2015;15678;
Cundinamarca;25377;La Calera;urbano;2016;12051;
Cundinamarca;25377;La Calera;rural;2016;15827;
Cundinamarca;25377;La Calera;urbano;2017;12248;
Cundinamarca;25377;La Calera;rural;2017;15977;
Cundinamarca;25377;La Calera;urbano;2018;12441;
Cundinamarca;25377;La Calera;rural;2018;16127;
Cundinamarca;25377;La Calera;urbano;2019;12629;
Cundinamarca;25377;La Calera;rural;2019;16279;
Cundinamarca;25377;La Calera;urbano;2020;12809;
Cundinamarca;25377;La Calera;rural;2020;16426;
Boyacá;15380;La Capilla;urbano;2005;1030;
Boyacá;15380;La Capilla;rural;2005;2148;
Boyacá;15380;La Capilla;urbano;2006;1026;
Boyacá;15380;La Capilla;rural;2006;2079;
Boyacá;15380;La Capilla;urbano;2007;1021;
Boyacá;15380;La Capilla;rural;2007;2014;
Boyacá;15380;La Capilla;urbano;2008;1016;
Boyacá;15380;La Capilla;rural;2008;1951;
Boyacá;15380;La Capilla;urbano;2009;1011;
Boyacá;15380;La Capilla;rural;2009;1890;
Boyacá;15380;La Capilla;urbano;2010;1006;
Boyacá;15380;La Capilla;rural;2010;1831;
Boyacá;15380;La Capilla;urbano;2011;999;
Boyacá;15380;La Capilla;rural;2011;1776;
Boyacá;15380;La Capilla;urbano;2012;993;
Boyacá;15380;La Capilla;rural;2012;1722;
Boyacá;15380;La Capilla;urbano;2013;986;
Boyacá;15380;La Capilla;rural;2013;1672;
Boyacá;15380;La Capilla;urbano;2014;979;
Boyacá;15380;La Capilla;rural;2014;1624;
Boyacá;15380;La Capilla;urbano;2015;972;
Boyacá;15380;La Capilla;rural;2015;1578;
Boyacá;15380;La Capilla;urbano;2016;964;
Boyacá;15380;La Capilla;rural;2016;1535;
Boyacá;15380;La Capilla;urbano;2017;955;
Boyacá;15380;La Capilla;rural;2017;1495;
Boyacá;15380;La Capilla;urbano;2018;947;
Boyacá;15380;La Capilla;rural;2018;1457;
Boyacá;15380;La Capilla;urbano;2019;937;
Boyacá;15380;La Capilla;rural;2019;1422;
Boyacá;15380;La Capilla;urbano;2020;928;
Boyacá;15380;La Capilla;rural;2020;1389;
Antioquia;5376;La Ceja;urbano;2005;38287;oriente
Antioquia;5376;La Ceja;rural;2005;7981;oriente
Antioquia;5376;La Ceja;urbano;2006;39103;oriente
Antioquia;5376;La Ceja;rural;2006;7830;oriente
Antioquia;5376;La Ceja;urbano;2007;39904;oriente
Antioquia;5376;La Ceja;rural;2007;7680;oriente
Antioquia;5376;La Ceja;urbano;2008;40690;oriente
Antioquia;5376;La Ceja;rural;2008;7543;oriente
Antioquia;5376;La Ceja;urbano;2009;41461;oriente
Antioquia;5376;La Ceja;rural;2009;7418;oriente
Antioquia;5376;La Ceja;urbano;2010;42218;oriente
Antioquia;5376;La Ceja;rural;2010;7305;oriente
Antioquia;5376;La Ceja;urbano;2011;42960;oriente
Antioquia;5376;La Ceja;rural;2011;7193;oriente
Antioquia;5376;La Ceja;urbano;2012;43687;oriente
Antioquia;5376;La Ceja;rural;2012;7118;oriente
Antioquia;5376;La Ceja;urbano;2013;44399;oriente
Antioquia;5376;La Ceja;rural;2013;7046;oriente
Antioquia;5376;La Ceja;urbano;2014;45097;oriente
Antioquia;5376;La Ceja;rural;2014;6992;oriente
Antioquia;5376;La Ceja;urbano;2015;45779;oriente
Antioquia;5376;La Ceja;rural;2015;6944;oriente
Antioquia;5376;La Ceja;urbano;2016;46447;oriente
Antioquia;5376;La Ceja;rural;2016;6914;oriente
Antioquia;5376;La Ceja;urbano;2017;47101;oriente
Antioquia;5376;La Ceja;rural;2017;6892;oriente
Antioquia;5376;La Ceja;urbano;2018;47739;oriente
Antioquia;5376;La Ceja;rural;2018;6876;oriente
Antioquia;5376;La Ceja;urbano;2019;48363;oriente
Antioquia;5376;La Ceja;rural;2019;6883;oriente
Antioquia;5376;La Ceja;urbano;2020;48972;oriente
Antioquia;5376;La Ceja;rural;2020;6871;oriente
Risaralda;66383;La Celia;urbano;2005;3430;
Risaralda;66383;La Celia;rural;2005;5331;
Risaralda;66383;La Celia;urbano;2006;3423;
Risaralda;66383;La Celia;rural;2006;5318;
Risaralda;66383;La Celia;urbano;2007;3424;
Risaralda;66383;La Celia;rural;2007;5304;
Risaralda;66383;La Celia;urbano;2008;3421;
Risaralda;66383;La Celia;rural;2008;5289;
Risaralda;66383;La Celia;urbano;2009;3419;
Risaralda;66383;La Celia;rural;2009;5274;
Risaralda;66383;La Celia;urbano;2010;3419;
Risaralda;66383;La Celia;rural;2010;5258;
Risaralda;66383;La Celia;urbano;2011;3424;
Risaralda;66383;La Celia;rural;2011;5241;
Risaralda;66383;La Celia;urbano;2012;3421;
Risaralda;66383;La Celia;rural;2012;5224;
Risaralda;66383;La Celia;urbano;2013;3426;
Risaralda;66383;La Celia;rural;2013;5206;
Risaralda;66383;La Celia;urbano;2014;3429;
Risaralda;66383;La Celia;rural;2014;5187;
Risaralda;66383;La Celia;urbano;2015;3430;
Risaralda;66383;La Celia;rural;2015;5168;
Risaralda;66383;La Celia;urbano;2016;3436;
Risaralda;66383;La Celia;rural;2016;5148;
Risaralda;66383;La Celia;urbano;2017;3438;
Risaralda;66383;La Celia;rural;2017;5127;
Risaralda;66383;La Celia;urbano;2018;3445;
Risaralda;66383;La Celia;rural;2018;5105;
Risaralda;66383;La Celia;urbano;2019;3447;
Risaralda;66383;La Celia;rural;2019;5083;
Risaralda;66383;La Celia;urbano;2020;3449;
Risaralda;66383;La Celia;rural;2020;5060;
Amazonas;91405;La Chorrera (CD);urbano;2005;0;
Amazonas;91405;La Chorrera (CD);rural;2005;3337;
Amazonas;91405;La Chorrera (CD);urbano;2006;0;
Amazonas;91405;La Chorrera (CD);rural;2006;3391;
Amazonas;91405;La Chorrera (CD);urbano;2007;0;
Amazonas;91405;La Chorrera (CD);rural;2007;3446;
Amazonas;91405;La Chorrera (CD);urbano;2008;0;
Amazonas;91405;La Chorrera (CD);rural;2008;3500;
Amazonas;91405;La Chorrera (CD);urbano;2009;0;
Amazonas;91405;La Chorrera (CD);rural;2009;3554;
Amazonas;91405;La Chorrera (CD);urbano;2010;0;
Amazonas;91405;La Chorrera (CD);rural;2010;3608;
Amazonas;91405;La Chorrera (CD);urbano;2011;0;
Amazonas;91405;La Chorrera (CD);rural;2011;3662;
Amazonas;91405;La Chorrera (CD);urbano;2012;0;
Amazonas;91405;La Chorrera (CD);rural;2012;3715;
Amazonas;91405;La Chorrera (CD);urbano;2013;0;
Amazonas;91405;La Chorrera (CD);rural;2013;3769;
Amazonas;91405;La Chorrera (CD);urbano;2014;0;
Amazonas;91405;La Chorrera (CD);rural;2014;3824;
Amazonas;91405;La Chorrera (CD);urbano;2015;0;
Amazonas;91405;La Chorrera (CD);rural;2015;3878;
Amazonas;91405;La Chorrera (CD);urbano;2016;0;
Amazonas;91405;La Chorrera (CD);rural;2016;3933;
Amazonas;91405;La Chorrera (CD);urbano;2017;0;
Amazonas;91405;La Chorrera (CD);rural;2017;3988;
Amazonas;91405;La Chorrera (CD);urbano;2018;0;
Amazonas;91405;La Chorrera (CD);rural;2018;4044;
Amazonas;91405;La Chorrera (CD);urbano;2019;0;
Amazonas;91405;La Chorrera (CD);rural;2019;4102;
Amazonas;91405;La Chorrera (CD);urbano;2020;0;
Amazonas;91405;La Chorrera (CD);rural;2020;4161;
Nariño;52378;La Cruz;urbano;2005;6256;
Nariño;52378;La Cruz;rural;2005;11374;
Nariño;52378;La Cruz;urbano;2006;6300;
Nariño;52378;La Cruz;rural;2006;11413;
Nariño;52378;La Cruz;urbano;2007;6343;
Nariño;52378;La Cruz;rural;2007;11448;
Nariño;52378;La Cruz;urbano;2008;6383;
Nariño;52378;La Cruz;rural;2008;11481;
Nariño;52378;La Cruz;urbano;2009;6421;
Nariño;52378;La Cruz;rural;2009;11510;
Nariño;52378;La Cruz;urbano;2010;6458;
Nariño;52378;La Cruz;rural;2010;11534;
Nariño;52378;La Cruz;urbano;2011;6492;
Nariño;52378;La Cruz;rural;2011;11557;
Nariño;52378;La Cruz;urbano;2012;6524;
Nariño;52378;La Cruz;rural;2012;11576;
Nariño;52378;La Cruz;urbano;2013;6555;
Nariño;52378;La Cruz;rural;2013;11590;
Nariño;52378;La Cruz;urbano;2014;6583;
Nariño;52378;La Cruz;rural;2014;11602;
Nariño;52378;La Cruz;urbano;2015;6609;
Nariño;52378;La Cruz;rural;2015;11611;
Nariño;52378;La Cruz;urbano;2016;6633;
Nariño;52378;La Cruz;rural;2016;11616;
Nariño;52378;La Cruz;urbano;2017;6656;
Nariño;52378;La Cruz;rural;2017;11617;
Nariño;52378;La Cruz;urbano;2018;6676;
Nariño;52378;La Cruz;rural;2018;11616;
Nariño;52378;La Cruz;urbano;2019;6694;
Nariño;52378;La Cruz;rural;2019;11611;
Nariño;52378;La Cruz;urbano;2020;6710;
Nariño;52378;La Cruz;rural;2020;11603;
Valle del Cauca;76377;La Cumbre;urbano;2005;2290;
Valle del Cauca;76377;La Cumbre;rural;2005;8832;
Valle del Cauca;76377;La Cumbre;urbano;2006;2309;
Valle del Cauca;76377;La Cumbre;rural;2006;8843;
Valle del Cauca;76377;La Cumbre;urbano;2007;2328;
Valle del Cauca;76377;La Cumbre;rural;2007;8856;
Valle del Cauca;76377;La Cumbre;urbano;2008;2347;
Valle del Cauca;76377;La Cumbre;rural;2008;8871;
Valle del Cauca;76377;La Cumbre;urbano;2009;2367;
Valle del Cauca;76377;La Cumbre;rural;2009;8887;
Valle del Cauca;76377;La Cumbre;urbano;2010;2387;
Valle del Cauca;76377;La Cumbre;rural;2010;8905;
Valle del Cauca;76377;La Cumbre;urbano;2011;2408;
Valle del Cauca;76377;La Cumbre;rural;2011;8924;
Valle del Cauca;76377;La Cumbre;urbano;2012;2429;
Valle del Cauca;76377;La Cumbre;rural;2012;8945;
Valle del Cauca;76377;La Cumbre;urbano;2013;2450;
Valle del Cauca;76377;La Cumbre;rural;2013;8968;
Valle del Cauca;76377;La Cumbre;urbano;2014;2472;
Valle del Cauca;76377;La Cumbre;rural;2014;8992;
Valle del Cauca;76377;La Cumbre;urbano;2015;2494;
Valle del Cauca;76377;La Cumbre;rural;2015;9018;
Valle del Cauca;76377;La Cumbre;urbano;2016;2517;
Valle del Cauca;76377;La Cumbre;rural;2016;9045;
Valle del Cauca;76377;La Cumbre;urbano;2017;2541;
Valle del Cauca;76377;La Cumbre;rural;2017;9073;
Valle del Cauca;76377;La Cumbre;urbano;2018;2564;
Valle del Cauca;76377;La Cumbre;rural;2018;9103;
Valle del Cauca;76377;La Cumbre;urbano;2019;2588;
Valle del Cauca;76377;La Cumbre;rural;2019;9135;
Valle del Cauca;76377;La Cumbre;urbano;2020;2613;
Valle del Cauca;76377;La Cumbre;rural;2020;9168;
Caldas;17380;La Dorada;urbano;2005;65501;
Caldas;17380;La Dorada;rural;2005;7424;
Caldas;17380;La Dorada;urbano;2006;65952;
Caldas;17380;La Dorada;rural;2006;7446;
Caldas;17380;La Dorada;urbano;2007;66385;
Caldas;17380;La Dorada;rural;2007;7421;
Caldas;17380;La Dorada;urbano;2008;66801;
Caldas;17380;La Dorada;rural;2008;7415;
Caldas;17380;La Dorada;urbano;2009;67200;
Caldas;17380;La Dorada;rural;2009;7419;
Caldas;17380;La Dorada;urbano;2010;67581;
Caldas;17380;La Dorada;rural;2010;7430;
Caldas;17380;La Dorada;urbano;2011;67945;
Caldas;17380;La Dorada;rural;2011;7467;
Caldas;17380;La Dorada;urbano;2012;68292;
Caldas;17380;La Dorada;rural;2012;7512;
Caldas;17380;La Dorada;urbano;2013;68621;
Caldas;17380;La Dorada;rural;2013;7566;
Caldas;17380;La Dorada;urbano;2014;68933;
Caldas;17380;La Dorada;rural;2014;7641;
Caldas;17380;La Dorada;urbano;2015;69227;
Caldas;17380;La Dorada;rural;2015;7736;
Caldas;17380;La Dorada;urbano;2016;69504;
Caldas;17380;La Dorada;rural;2016;7851;
Caldas;17380;La Dorada;urbano;2017;69764;
Caldas;17380;La Dorada;rural;2017;7971;
Caldas;17380;La Dorada;urbano;2018;70006;
Caldas;17380;La Dorada;rural;2018;8129;
Caldas;17380;La Dorada;urbano;2019;70231;
Caldas;17380;La Dorada;rural;2019;8309;
Caldas;17380;La Dorada;urbano;2020;70439;
Caldas;17380;La Dorada;rural;2020;8510;
Norte de Santander;54385;La Esperanza;urbano;2005;1322;
Norte de Santander;54385;La Esperanza;rural;2005;9631;
Norte de Santander;54385;La Esperanza;urbano;2006;1369;
Norte de Santander;54385;La Esperanza;rural;2006;9692;
Norte de Santander;54385;La Esperanza;urbano;2007;1414;
Norte de Santander;54385;La Esperanza;rural;2007;9749;
Norte de Santander;54385;La Esperanza;urbano;2008;1457;
Norte de Santander;54385;La Esperanza;rural;2008;9812;
Norte de Santander;54385;La Esperanza;urbano;2009;1498;
Norte de Santander;54385;La Esperanza;rural;2009;9873;
Norte de Santander;54385;La Esperanza;urbano;2010;1536;
Norte de Santander;54385;La Esperanza;rural;2010;9925;
Norte de Santander;54385;La Esperanza;urbano;2011;1573;
