Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
Remolino-CIUDAD BOLIVAR;CIUDAD BOLIVAR;Remolino;2.516;866;
San Miguel-CIUDAD BOLIVAR;CIUDAD BOLIVAR;San Miguel;5.404;1.354;
Sucia Indígena-CIUDAD BOLIVAR;CIUDAD BOLIVAR;Sucia Indigena;160;2;
Agua Bonita-COCORNA;COCORNA;Agua Bonita;235;;
Agualinda-COCORNA;COCORNA;Agualinda;506;53;
Alto Bonito-COCORNA;COCORNA;Alto Bonito;184;88;
Alto de la Virgen-COCORNA;COCORNA;Alto de la Virgen;98;;
Balcones-COCORNA;COCORNA;Balcones;299;121;
Buenos Aires-COCORNA;COCORNA;Buenos Aires;318;;
Campo Alegre-COCORNA;COCORNA;Campo Alegre;118;80;
Caracoli-COCORNA;COCORNA;Caracoli;142;7;
Cebadero-COCORNA;COCORNA;Cebadero;716;;
Cruces-COCORNA;COCORNA;Cruces;637;640;
Cuchilla del Rejo-COCORNA;COCORNA;Cuchilla del Rejo;564;;
El Chocó-COCORNA;COCORNA;El Choco;164;119;
El Cipres-COCORNA;COCORNA;El Cipres;192;111;
El Coco-COCORNA;COCORNA;El Coco;505;257;
El Cocuyo-COCORNA;COCORNA;El Cocuyo;190;40;
El Entablado-COCORNA;COCORNA;El Entablado;370;88;
El Estio-COCORNA;COCORNA;El Estio;206;;
El Higueron-COCORNA;COCORNA;El Higueron;218;150;
El Jordán-COCORNA;COCORNA;El Jordan;;196;
El Molino-COCORNA;COCORNA;El Molino;306;133;
El Palmar-COCORNA;COCORNA;El Palmar;104;42;
El Porvenir-COCORNA;COCORNA;El Porvenir;291;27;
El Recreo-COCORNA;COCORNA;El Recreo;112;144;
El Retiro-COCORNA;COCORNA;El Retiro;48;44;
El Roblal-COCORNA;COCORNA;El Roblal;60;54;
El Salado-COCORNA;COCORNA;El Salado;128;37;
El Sinai-COCORNA;COCORNA;El Sinai;272;162;
El Suspiro-COCORNA;COCORNA;El Suspiro;355;;
El Tesoro-COCORNA;COCORNA;El Tesoro;561;189;
El Viadal-COCORNA;COCORNA;El Viadal;528;193;
El Viao-COCORNA;COCORNA;El Viao;2228;204;
Guayabal-COCORNA;COCORNA;Guayabal;213;149;
La Aurora-COCORNA;COCORNA;La Aurora;132;110;
La Chonta-COCORNA;COCORNA;La Chonta;203;156;
La Chorrera-COCORNA;COCORNA;La Chorrera;113;217;
La Cima-COCORNA;COCORNA;La Cima;186;73;
La Florida-COCORNA;COCORNA;La Florida;768;57;
La Granja-COCORNA;COCORNA;La Granja;481;76;
La Inmaculada-COCORNA;COCORNA;La Inmaculada;183;27;
La Milagrosa-COCORNA;COCORNA;La Milagrosa;239;162;
La Paila-COCORNA;COCORNA;La Paila;166;82;
La Palma-COCORNA;COCORNA;La Palma;12;;
La Peña-COCORNA;COCORNA;La Peña;178;112;
La Piñuela-COCORNA;COCORNA;La Piñuela;404;505;
La Placeta-COCORNA;COCORNA;La Placeta;195;120;
La Primavera-COCORNA;COCORNA;La Primavera;139;70;
La Quiebra-COCORNA;COCORNA;La Quiebra;268;136;
La Secreta-COCORNA;COCORNA;La Secreta;458;14;
La Solita-COCORNA;COCORNA;La Solita;128;27;
La Tolda-COCORNA;COCORNA;La Tolda;219;130;
La Trinidad-COCORNA;COCORNA;La Trinidad;450;;
La Vega-COCORNA;COCORNA;La Vega;14;8;
La Veta-COCORNA;COCORNA;La Veta;291;98;
Las Mercedes-COCORNA;COCORNA;Las Mercedes;150;135;
Las Playas-COCORNA;COCORNA;Las Playas;93;242;
Los Cedros-COCORNA;COCORNA;Los Cedros;450;268;
Los Limones-COCORNA;COCORNA;Los Limones;301;124;
Los Mangos-COCORNA;COCORNA;Los Mangos;293;65;
Los Potreros-COCORNA;COCORNA;Los Potreros;849;254;
Majagual-COCORNA;COCORNA;Majagual;214;103;
Mazotes-COCORNA;COCORNA;Mazotes;248;103;
Mediacuesta-COCORNA;COCORNA;Mediacuesta;349;207;
Montañita-COCORNA;COCORNA;Montañita;84;;
Morritos-COCORNA;COCORNA;Morritos;469;135;
Pailania-COCORNA;COCORNA;Pailania;182;29;
Palmirita-COCORNA;COCORNA;Palmirita;277;140;
San Antonio-COCORNA;COCORNA;San Antonio;191;104;
San Jose-COCORNA;COCORNA;San Jose;162;183;
San Juan-COCORNA;COCORNA;San Juan;220;205;
San Lorenzo-COCORNA;COCORNA;San Lorenzo;1031;472;
San Martin-COCORNA;COCORNA;San Martin;367;29;
San Miguel-COCORNA;COCORNA;San Miguel;228;;
San Vicente-COCORNA;COCORNA;San Vicente;126;665;
Santa Barbara-COCORNA;COCORNA;Santa Barbara;344;115;
Santa Cruz-COCORNA;COCORNA;Santa Cruz;298;152;
Santa Rita-COCORNA;COCORNA;Santa Rita;758;22;
Santo Domingo-COCORNA;COCORNA;Santo Domingo;361;71;
Villa Hermosa-COCORNA;COCORNA;Villa Hermosa;86;121;
Arango-CONCEPCION;CONCEPCION;Arango;792;265;
Barro  Blanco-CONCEPCION;CONCEPCION;Barro  Blanco;655;163;
El Remango-CONCEPCION;CONCEPCION;El Remango;383;83;
La Candelaria-CONCEPCION;CONCEPCION;La Candelaria;2.123;47;
La Cejita-CONCEPCION;CONCEPCION;La Cejita;329;73;
La Clara-CONCEPCION;CONCEPCION;La Clara;387;24;
La Fátima-CONCEPCION;CONCEPCION;La Fatima;1.199;86;
La Palma-CONCEPCION;CONCEPCION;La Palma;437;110;
La Piedad-CONCEPCION;CONCEPCION;La Piedad;1.584;223;
La Sonadora-CONCEPCION;CONCEPCION;La Sonadora;492;81;
La Trinidad-CONCEPCION;CONCEPCION;La Trinidad;1.462;25;
Las Frías-CONCEPCION;CONCEPCION;Las Frias;482;177;
Las Mercedes-CONCEPCION;CONCEPCION;Las Mercedes;1.565;52;
Morro Reyes-CONCEPCION;CONCEPCION;Morro Reyes;819;103;
Palmichal-CONCEPCION;CONCEPCION;Palmichal;582;205;
Peláez-CONCEPCION;CONCEPCION;Pelaez;659;156;
San Bartolomé-CONCEPCION;CONCEPCION;San Bartolome;229;63;
San Juan Alto-CONCEPCION;CONCEPCION;San Juan Alto;372;82;
San Juan Llano-CONCEPCION;CONCEPCION;San Juan Llano;494;117;
San Pedro Peñol Parte Alta-CONCEPCION;CONCEPCION;San Pedro Peñol Parte Alta;466;321;
San Pedro Peñol Parte Baja-CONCEPCION;CONCEPCION;San Pedro Peñol Parte Baja;275;;
Santa Ana-CONCEPCION;CONCEPCION;Santa Ana;631;151;
Santa Gertrudis-CONCEPCION;CONCEPCION;Santa Gertrudis;960;128;
Tafetanes-CONCEPCION;CONCEPCION;Tafetanes;335;122;
Burgos-CONCORDIA;CONCORDIA;Burgos;887;1.024;
Caunzal-CONCORDIA;CONCORDIA;Caunzal;1.463;540;
El Cascajo-CONCORDIA;CONCORDIA;El Cascajo;315;507;
El Chocho-CONCORDIA;CONCORDIA;El Chocho;202;132;
El Golpe-CONCORDIA;CONCORDIA;El Golpe;861;372;
El Higuerón-CONCORDIA;CONCORDIA;El Higueron;301;80;
El Socorro-CONCORDIA;CONCORDIA;El Socorro;1.821;601;
La Comia-CONCORDIA;CONCORDIA;La Comia;565;38;
La Costa-CONCORDIA;CONCORDIA;La Costa;362;257;
La Cristalina-CONCORDIA;CONCORDIA;La Cristalina;2.399;841;
La Fotuta-CONCORDIA;CONCORDIA;La Fotuta;1.430;129;
La Herradura-CONCORDIA;CONCORDIA;La Herradura;820;68;
La Selva-CONCORDIA;CONCORDIA;La Selva;1.780;102;
Las Ánimas-CONCORDIA;CONCORDIA;Las animas;551;683;
Llanaditas-CONCORDIA;CONCORDIA;Llanaditas;1.105;531;
Morelia-CONCORDIA;CONCORDIA;Morelia;710;1.184;
Moritos-CONCORDIA;CONCORDIA;Moritos;2.031;;
Morrón-CONCORDIA;CONCORDIA;Morron;2.611;444;
Pueblo Rico-CONCORDIA;CONCORDIA;Pueblo Rico;750;527;
Rumbadero-CONCORDIA;CONCORDIA;Rumbadero;703;337;
San Luís-CONCORDIA;CONCORDIA;San Luis;530;302;
Santa Rita-CONCORDIA;CONCORDIA;Santa Rita;837;1.010;
Ventanas-CONCORDIA;CONCORDIA;Ventanas;379;283;
Yarumal-CONCORDIA;CONCORDIA;Yarumal;1.046;1.275;
Alvarado-COPACABANA;COPACABANA;Alvarado;77;765;
Ancón-COPACABANA;COPACABANA;Ancon;61;211;
Cabuyal-COPACABANA;COPACABANA;Cabuyal;902;1.670;
El Convento-COPACABANA;COPACABANA;El Convento;429;382;
El Noral-COPACABANA;COPACABANA;El Noral;91;1.306;
El Salado-COPACABANA;COPACABANA;El Salado;106;666;
Fontidueño-COPACABANA;COPACABANA;Fontidueño;160;42;
Granizal-COPACABANA;COPACABANA;Granizal;694;562;
La Veta-COPACABANA;COPACABANA;La Veta;709;689;
Montañita-COPACABANA;COPACABANA;Montañita;193;455;
Peñolcito-COPACABANA;COPACABANA;Peñolcito;296;759;
Quebrada Arriba-COPACABANA;COPACABANA;Quebrada Arriba;522;1.015;
Sabaneta-COPACABANA;COPACABANA;Sabaneta;182;543;
Zarzal Curazao-COPACABANA;COPACABANA;Zarzal Curazao;68;1.124;
Zarzal La Luz-COPACABANA;COPACABANA;Zarzal La Luz;1.239;1.149;
Agualinda-DABEIBA;DABEIBA;Agualinda;289;195;
Alto Bonito-DABEIBA;DABEIBA;Alto Bonito;993;89;
Amparrado-DABEIBA;DABEIBA;Amparrado;24.858;;
Anta-DABEIBA;DABEIBA;Anta;195;67;
Antadó-DABEIBA;DABEIBA;Antado;829;224;
Argelia-DABEIBA;DABEIBA;Argelia;1.140;119;
Baldíos de la Nación-DABEIBA;DABEIBA;Baldios de la Nacion;10.460;;
Barrancas-DABEIBA;DABEIBA;Barrancas;2.010;220;
Barrancón-DABEIBA;DABEIBA;Barrancon;1.956;173;
Barrancon Antado-DABEIBA;DABEIBA;Barrancon Antado;389;11;
Betania-DABEIBA;DABEIBA;Betania;114;256;
Boton-DABEIBA;DABEIBA;Boton;1.262;197;
Cañaverales-DABEIBA;DABEIBA;Cañaverales;910;80;
Cañaverales Antadó-DABEIBA;DABEIBA;Cañaverales Antado;4.677;;
Carra-DABEIBA;DABEIBA;Carra;712;245;
Chachafrutal-DABEIBA;DABEIBA;Chachafrutal;285;146;
Chamuscados-DABEIBA;DABEIBA;Chamuscados;2.201;155;
Chever-DABEIBA;DABEIBA;Chever;9.972;107;
Chichirido-DABEIBA;DABEIBA;Chichirido;1.754;54;
Chimurro-DABEIBA;DABEIBA;Chimurro;14.530;;
Chimurró Nendo-DABEIBA;DABEIBA;Chimurro Nendo;551;109;
Chino de Playones-DABEIBA;DABEIBA;Chino de Playones;503;153;
Chontaduro-DABEIBA;DABEIBA;Chontaduro;18.113;;
Choromandó-DABEIBA;DABEIBA;Choromando;4.047;85;
Choromandó Alto Medio-DABEIBA;DABEIBA;Choromando Alto Medio;2.251;;
Chupadero-DABEIBA;DABEIBA;Chupadero;313;66;
Churrascal -DABEIBA;DABEIBA;Churrascal ;755;422;
Chuscal de Murrí-DABEIBA;DABEIBA;Chuscal de Murri;3.222;;
Chuscal Tuguridocito-DABEIBA;DABEIBA;Chuscal Tuguridocito;3.924;;
Corcobado-DABEIBA;DABEIBA;Corcobado;2.842;108;
Cruces de Tuguridó-DABEIBA;DABEIBA;Cruces de Tugurido;;7;
Cuchillón-DABEIBA;DABEIBA;Cuchillon;2.436;198;
Culantrillales-DABEIBA;DABEIBA;Culantrillales;1.031;42;
Dabeiba Viejo-DABEIBA;DABEIBA;Dabeiba Viejo;762;138;
El Águila-DABEIBA;DABEIBA;El aguila;1.922;65;
El Balso-DABEIBA;DABEIBA;El Balso;1.004;101;
El Caliche-DABEIBA;DABEIBA;El Caliche;244;30;
El Caliche-DABEIBA;DABEIBA;El Caliche;305;;
El Cocal-DABEIBA;DABEIBA;El Cocal;228;12;
El Encierro-DABEIBA;DABEIBA;El Encierro;287;110;
El Espinazo-DABEIBA;DABEIBA;El Espinazo;104;42;
El Jardín-DABEIBA;DABEIBA;El Jardin;2.341;;
El Jilguero-DABEIBA;DABEIBA;El Jilguero;253;;
El Jordán-DABEIBA;DABEIBA;El Jordan;166;134;
El Mango-DABEIBA;DABEIBA;El Mango;242;36;
El Mohan-DABEIBA;DABEIBA;El Mohan;612;63;
El Páramo-DABEIBA;DABEIBA;El Paramo;453;103;
El Pital-DABEIBA;DABEIBA;El Pital;2.939;254;
El Plan-DABEIBA;DABEIBA;El Plan;1.457;296;
El Retiro-DABEIBA;DABEIBA;El Retiro;496;246;
El Terco-DABEIBA;DABEIBA;El Terco;571;115;
El Tigre-DABEIBA;DABEIBA;El Tigre;565;132;
El Toro-DABEIBA;DABEIBA;El Toro;297;50;
Filo de La Cruz-DABEIBA;DABEIBA;Filo de La Cruz;659;311;
Guadualito-DABEIBA;DABEIBA;Guadualito;316;222;
Guineales-DABEIBA;DABEIBA;Guineales;391;;
Jenaturadó-DABEIBA;DABEIBA;Jenaturado;776;;
Julio Chiquito-DABEIBA;DABEIBA;Julio Chiquito;1.407;11;
La Armenia-DABEIBA;DABEIBA;La Armenia;1.653;307;
La Balsita-DABEIBA;DABEIBA;La Balsita;399;183;
La Chiquita-DABEIBA;DABEIBA;La Chiquita;593;38;
La Clara-DABEIBA;DABEIBA;La Clara;1.201;15;
La Danta-DABEIBA;DABEIBA;La Danta;507;262;
La Estrella-DABEIBA;DABEIBA;La Estrella;137;234;
La Falda-DABEIBA;DABEIBA;La Falda;561;195;
La Florida-DABEIBA;DABEIBA;La Florida;563;162;
La Fortuna-DABEIBA;DABEIBA;La Fortuna;1.015;142;
La Mesa-DABEIBA;DABEIBA;La Mesa;1.263;115;
La Montañita-DABEIBA;DABEIBA;La Montañita;1.263;16;
La Montañita-DABEIBA;DABEIBA;La Montañita;493;;
La Paloma-DABEIBA;DABEIBA;La Paloma;817;134;
La Pía-DABEIBA;DABEIBA;La Pia;488;95;
La Soledad-DABEIBA;DABEIBA;La Soledad;1.468;;
Llano de Cruces-DABEIBA;DABEIBA;Llano de Cruces;736;103;
Llano Gordo-DABEIBA;DABEIBA;Llano Gordo;465;13;
Llano Grande-DABEIBA;DABEIBA;Llano Grande;590;239;
Llano Grande-DABEIBA;DABEIBA;Llano Grande;1.121;;
Llanón-DABEIBA;DABEIBA;Llanon;798;;
Los Cocos-DABEIBA;DABEIBA;Los Cocos;216;;
Los Naranjos-DABEIBA;DABEIBA;Los Naranjos;1.069;394;
Monos la Horqueta-DABEIBA;DABEIBA;Monos la Horqueta;1.186;155;
Nudillales-DABEIBA;DABEIBA;Nudillales;1.071;73;
Palmichales-DABEIBA;DABEIBA;Palmichales;584;158;
Palonegro-DABEIBA;DABEIBA;Palonegro;736;94;
Pegadó-DABEIBA;DABEIBA;Pegado;1.856;82;
Playones-DABEIBA;DABEIBA;Playones;930;171;
Pueblecito-DABEIBA;DABEIBA;Pueblecito;148;58;
Quiparadó-DABEIBA;DABEIBA;Quiparado;2.775;138;
Quiparadosito-DABEIBA;DABEIBA;Quiparadosito;1.902;;
Resguardo Indígena Pegadó-DABEIBA;DABEIBA;Resguardo Indigena Pegado;8.051;;
San Agustín-DABEIBA;DABEIBA;San Agustin;1.151;102;
San Ignacio-DABEIBA;DABEIBA;San Ignacio;529;56;
Santa Teresa-DABEIBA;DABEIBA;Santa Teresa;2.287;;
Taparales-DABEIBA;DABEIBA;Taparales;1.708;25;
Tascón-DABEIBA;DABEIBA;Tascon;882;62;
Tasidó-DABEIBA;DABEIBA;Tasido;1.349;16;
Tocunal-DABEIBA;DABEIBA;Tocunal;3.557;151;
Tuguridó-DABEIBA;DABEIBA;Tugurido;7.290;;
Vallesí-DABEIBA;DABEIBA;Vallesi;1.465;68;
Bellavista-DON MATIAS;DON MATIAS;Bellavista;1.791;838;
Colón-DON MATIAS;DON MATIAS;Colon;1.832;308;
Despensas-DON MATIAS;DON MATIAS;Despensas;225;246;
Iborra-DON MATIAS;DON MATIAS;Iborra;678;467;
La Frisolera-DON MATIAS;DON MATIAS;La Frisolera;1.485;555;
La Montera-DON MATIAS;DON MATIAS;La Montera;1.358;259;
La Piedrahita-DON MATIAS;DON MATIAS;La Piedrahita;1.276;325;
La Pradera-DON MATIAS;DON MATIAS;La Pradera;618;185;
Las Ánimas-DON MATIAS;DON MATIAS;Las animas;2.253;729;
Matasano-DON MATIAS;DON MATIAS;Matasano;12;;
Miraflores-DON MATIAS;DON MATIAS;Miraflores;913;565;
Mocorongo-DON MATIAS;DON MATIAS;Mocorongo;783;32;
Pan de Azúcar-DON MATIAS;DON MATIAS;Pan de Azucar;1.211;218;
Quebrada Arriba-DON MATIAS;DON MATIAS;Quebrada Arriba;834;565;
Riochico-DON MATIAS;DON MATIAS;Riochico;1.696;234;
Riogrande-DON MATIAS;DON MATIAS;Riogrande;1.109;645;
Riogrande - Bellavista-DON MATIAS;DON MATIAS;Riogrande - Bellavista;176;237;
Romazón-DON MATIAS;DON MATIAS;Romazon;362;147;
Santa Ana-DON MATIAS;DON MATIAS;Santa Ana;878;115;
Alto el Brasil-EBEJICO;EBEJICO;Alto el Brasil;459;293;
Arenales-EBEJICO;EBEJICO;Arenales;250;319;
Blanquizal-EBEJICO;EBEJICO;Blanquizal;273;406;
Bosque - Naranjo-EBEJICO;EBEJICO;Bosque - Naranjo;1.518;291;
Campo Alegre-EBEJICO;EBEJICO;Campo Alegre;76;247;
Chachafruto-EBEJICO;EBEJICO;Chachafruto;1.955;464;
Charrascal-EBEJICO;EBEJICO;Charrascal;696;167;
Comunidad-EBEJICO;EBEJICO;Comunidad;247;455;
El Cedro-EBEJICO;EBEJICO;El Cedro;418;156;
El Palón-EBEJICO;EBEJICO;El Palon;1.016;532;
El Retiro-EBEJICO;EBEJICO;El Retiro;643;150;
El Socorro-EBEJICO;EBEJICO;El Socorro;91;277;
Fátima-EBEJICO;EBEJICO;Fatima;204;560;
Filo de los Arboledas-EBEJICO;EBEJICO;Filo de los Arboledas;416;344;
Filo de San José-EBEJICO;EBEJICO;Filo de San Jose;531;359;
Guayabal-EBEJICO;EBEJICO;Guayabal;2.092;316;
La Aguada-EBEJICO;EBEJICO;La Aguada;1.181;1;
La Clara-EBEJICO;EBEJICO;La Clara;272;322;
La Esmeralda-EBEJICO;EBEJICO;La Esmeralda;730;150;
La Holanda-EBEJICO;EBEJICO;La Holanda;272;280;
La Quiebra-EBEJICO;EBEJICO;La Quiebra;116;113;
La Renta-EBEJICO;EBEJICO;La Renta;244;522;
La Suiza-EBEJICO;EBEJICO;La Suiza;244;159;
Las Brisas-EBEJICO;EBEJICO;Las Brisas;299;207;
Llano de Santa Bárbara-EBEJICO;EBEJICO;Llano de Santa Barbara;193;118;
Los Pomos-EBEJICO;EBEJICO;Los Pomos;152;354;
Murrapal-EBEJICO;EBEJICO;Murrapal;705;167;
Nariño-EBEJICO;EBEJICO;Nariño;338;421;
Quirimara Placitas-EBEJICO;EBEJICO;Quirimara Placitas;2.989;483;
Quirimara Rodeo-EBEJICO;EBEJICO;Quirimara Rodeo;4.485;327;
Sagua-EBEJICO;EBEJICO;Sagua;251;53;
Santander-EBEJICO;EBEJICO;Santander;360;168;
Zarzal-EBEJICO;EBEJICO;Zarzal;182;293;
Aguacates-EL BAGRE;EL BAGRE;Aguacates;1.034;434;
Alto de Sabalito-EL BAGRE;EL BAGRE;Alto de Sabalito;768;2;
Alto del Berrugoso-EL BAGRE;EL BAGRE;Alto del Berrugoso;520;133;
Amacerí-EL BAGRE;EL BAGRE;Amaceri;3.034;529;
Arenales-EL BAGRE;EL BAGRE;Arenales;1.686;100;
Arenas Blancas-EL BAGRE;EL BAGRE;Arenas Blancas;2.039;474;
Baldíos de la Nación-EL BAGRE;EL BAGRE;Baldios de la Nacion;71.391;;
Bamba-EL BAGRE;EL BAGRE;Bamba;4.084;449;
Boca del Guamo-EL BAGRE;EL BAGRE;Boca del Guamo;2.232;43;
Borrachera-EL BAGRE;EL BAGRE;Borrachera;872;299;
Brojolá-EL BAGRE;EL BAGRE;Brojola;874;293;
Chaparrosa-EL BAGRE;EL BAGRE;Chaparrosa;550;119;
Chiritá-EL BAGRE;EL BAGRE;Chirita;1.784;111;
El Castillo-EL BAGRE;EL BAGRE;El Castillo;1.077;166;
El Oso-EL BAGRE;EL BAGRE;El Oso;629;172;
El Pedral-EL BAGRE;EL BAGRE;El Pedral;967;35;
El Perico-EL BAGRE;EL BAGRE;El Perico;1.126;132;
El Pital-EL BAGRE;EL BAGRE;El Pital;758;;
El Puente-EL BAGRE;EL BAGRE;El Puente;;181;
El Real-EL BAGRE;EL BAGRE;El Real;758;304;
El Socorro-EL BAGRE;EL BAGRE;El Socorro;934;25;
Guachí-EL BAGRE;EL BAGRE;Guachi;3.476;197;
La Aduana-EL BAGRE;EL BAGRE;La Aduana;2.733;218;
La Arenosa-EL BAGRE;EL BAGRE;La Arenosa;2.131;282;
La Bonga-EL BAGRE;EL BAGRE;La Bonga;4.854;229;
La Corona-EL BAGRE;EL BAGRE;La Corona;1.516;834;
La Llana-EL BAGRE;EL BAGRE;La Llana;1.119;166;
La Lucha-EL BAGRE;EL BAGRE;La Lucha;1.218;79;
La Primavera-EL BAGRE;EL BAGRE;La Primavera;1.157;115;
La Rica-EL BAGRE;EL BAGRE;La Rica;1.537;94;
Las Claras-EL BAGRE;EL BAGRE;Las Claras;1.688;35;
Las Claritas-EL BAGRE;EL BAGRE;Las Claritas;1.635;60;
Las Dantas-EL BAGRE;EL BAGRE;Las Dantas;1.205;294;
Las Negritas-EL BAGRE;EL BAGRE;Las Negritas;1.583;404;
Luís Cano-EL BAGRE;EL BAGRE;Luis Cano;1.153;178;
Matanza-EL BAGRE;EL BAGRE;Matanza;737;111;
Medios de Manicería-EL BAGRE;EL BAGRE;Medios de Maniceria;2.101;45;
Mellizos-EL BAGRE;EL BAGRE;Mellizos;1.403;178;
Muquí-EL BAGRE;EL BAGRE;Muqui;1.837;189;
Negras Intermedias-EL BAGRE;EL BAGRE;Negras Intermedias;1.389;328;
Rio Viejo-EL BAGRE;EL BAGRE;Rio Viejo;2.348;161;
Sabalito Sinaí-EL BAGRE;EL BAGRE;Sabalito Sinai;2.449;24;
San Carlos-EL BAGRE;EL BAGRE;San Carlos;1.308;195;
San Cayetano-EL BAGRE;EL BAGRE;San Cayetano;743;91;
San Pedro-EL BAGRE;EL BAGRE;San Pedro;3.644;;
Santa Bárbara-EL BAGRE;EL BAGRE;Santa Barbara;1.150;234;
Santa Barbarita-EL BAGRE;EL BAGRE;Santa Barbarita;901;41;
Santa Isabel-EL BAGRE;EL BAGRE;Santa Isabel;1.666;200;
Santa Margarita-EL BAGRE;EL BAGRE;Santa Margarita;1.792;154;
Santa Rosa-EL BAGRE;EL BAGRE;Santa Rosa;1.286;43;
Santa Teresa-EL BAGRE;EL BAGRE;Santa Teresa;2.447;195;
Villa Grande-EL BAGRE;EL BAGRE;Villa Grande;1.320;124;
Villa Hermosa-EL BAGRE;EL BAGRE;Villa Hermosa;2.609;183;
Villa Ucurú-EL BAGRE;EL BAGRE;Villa Ucuru;2.437;299;
Agua Bonita-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Agua Bonita;167;;
Aguas Claras-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Aguas Claras;562;773;
Aldana-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Aldana;578;355;
Alto Grande-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Alto Grande;162;486;
Belen Chaverras-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Belen Chaverras;1.461;16;
Betania-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Betania;361;828;
Boquerón-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Boqueron;209;243;
Camargo-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Camargo;236;566;
Campo Alegre-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Campo Alegre;602;719;
Corales-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Corales;619;67;
Cristo Rey-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Cristo Rey;416;823;
Dos Quebradas – Quebradona-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Dos Quebradas – Quebradona;402;45;
El Brasil-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Brasil;446;54;
El Cerro-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Cerro;556;572;
El Ciprés-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Cipres;152;103;
El Cocuyo-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Cocuyo;597;;
El Estío-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Estio;254;;
El Mazorcal-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Mazorcal;1.375;657;
El Porvenir-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Porvenir;1.700;69;
El Retiro-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Retiro;280;;
El Roblal-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Roblal;711;;
El Salado-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;El Salado;203;159;
Guamito-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Guamito;147;418;
Guarinó-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Guarino;1.457;39;
La Aguada-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Aguada;344;86;
La Aurora-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Aurora;279;912;
La Cascada-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Cascada;889;;
La Chapa-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Chapa;744;1.166;
La Cristalina-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Cristalina;1.009;75;
La Esperanza-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Esperanza;880;576;
La Florida-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Florida;569;228;
La Honda-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Honda;2.263;;
La Linda-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Linda;1.563;;
La Madera-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Madera;1.222;572;
La Milagrosa-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Milagrosa;381;414;
La Palizada-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Palizada;1.360;16;
La Palma-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Palma;271;560;
La Represa-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Represa;761;73;
La Sonadora-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;La Sonadora;302;682;
Las Acacias-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Las Acacias;169;400;
Las Garzonas-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Las Garzonas;387;675;
Mirasol-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Mirasol;222;;
Morros-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Morros;277;268;
Quirama-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Quirama;690;407;
Rivera-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Rivera;580;514;
Samaria-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Samaria;388;948;
