Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
San José-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;San Jose;1.032;;
San Lorenzo-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;San Lorenzo;1.565;45;
San Vicente-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;San Vicente;503;246;
Santa Ana-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Santa Ana;246;;
Santa Inés-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Santa Ines;340;80;
Santa Rita-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Santa Rita;3.100;;
Santo Domingo-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Santo Domingo;4.910;;
Vallejuelito-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Vallejuelito;1.128;134;
Viboral-EL CARMEN DE VIBORAL;EL CARMEN DE VIBORAL;Viboral;538;473;
Bonilla-EL PEÑOL;EL PEÑOL;Bonilla;756;341;
Chiquinquirá-EL PEÑOL;EL PEÑOL;Chiquinquira;481;425;
Concordia-EL PEÑOL;EL PEÑOL;Concordia;399;252;
Despensas-EL PEÑOL;EL PEÑOL;Despensas;1.637;175;
El Carmelo-EL PEÑOL;EL PEÑOL;El Carmelo;359;279;
El Chilco-EL PEÑOL;EL PEÑOL;El Chilco;390;361;
El Marial-EL PEÑOL;EL PEÑOL;El Marial;1.067;557;
El Morro-EL PEÑOL;EL PEÑOL;El Morro;581;513;
El Salto-EL PEÑOL;EL PEÑOL;El Salto;681;454;
El Uvital-EL PEÑOL;EL PEÑOL;El Uvital;192;163;
Guamito-EL PEÑOL;EL PEÑOL;Guamito;518;510;
Horizontes-EL PEÑOL;EL PEÑOL;Horizontes;152;629;
La Chapa-EL PEÑOL;EL PEÑOL;La Chapa;296;445;
La Cristalina-EL PEÑOL;EL PEÑOL;La Cristalina;34;73;
La Culebra-EL PEÑOL;EL PEÑOL;La Culebra;196;284;
La Hélida-EL PEÑOL;EL PEÑOL;La Helida;375;350;
La Magdalena-EL PEÑOL;EL PEÑOL;La Magdalena;192;155;
La Meseta-EL PEÑOL;EL PEÑOL;La Meseta;454;536;
Magdalena-EL PEÑOL;EL PEÑOL;Magdalena;592;;
Palestina-EL PEÑOL;EL PEÑOL;Palestina;163;251;
Palmira-EL PEÑOL;EL PEÑOL;Palmira;620;499;
Primavera-EL PEÑOL;EL PEÑOL;Primavera;257;338;
Santa Ana-EL PEÑOL;EL PEÑOL;Santa Ana;212;205;
Santa Inés-EL PEÑOL;EL PEÑOL;Santa Ines;385;349;
Amapola-EL RETIRO;EL RETIRO;Amapola;301;157;
Carrizales-EL RETIRO;EL RETIRO;Carrizales;1.430;895;
Don Diego-EL RETIRO;EL RETIRO;Don Diego;899;951;
El Barcino-EL RETIRO;EL RETIRO;El Barcino;380;60;
El Carmen-EL RETIRO;EL RETIRO;El Carmen;3.808;168;
El Chuscal-EL RETIRO;EL RETIRO;El Chuscal;810;723;
El Portento-EL RETIRO;EL RETIRO;El Portento;949;426;
La Honda-EL RETIRO;EL RETIRO;La Honda;1.458;5;
La Hondita-EL RETIRO;EL RETIRO;La Hondita;1.413;6;
La Luz-EL RETIRO;EL RETIRO;La Luz;343;157;
Lejos del Nido-EL RETIRO;EL RETIRO;Lejos del Nido;403;466;
Los Medios-EL RETIRO;EL RETIRO;Los Medios;205;79;
Los Salados-EL RETIRO;EL RETIRO;Los Salados;3.559;967;
Nazareth-EL RETIRO;EL RETIRO;Nazareth;461;451;
Normandía-EL RETIRO;EL RETIRO;Normandia;2.592;105;
Pantalio-EL RETIRO;EL RETIRO;Pantalio;408;240;
Pantanillo-EL RETIRO;EL RETIRO;Pantanillo;2.170;428;
Puente Peláez-EL RETIRO;EL RETIRO;Puente Pelaez;1.223;240;
Santa Elena-EL RETIRO;EL RETIRO;Santa Elena;971;679;
Tabacal-EL RETIRO;EL RETIRO;Tabacal;373;314;
Aldana-EL SANTUARIO;EL SANTUARIO;Aldana;400;449;
Alto del Palmar-EL SANTUARIO;EL SANTUARIO;Alto del Palmar;204;82;
Bodegas-EL SANTUARIO;EL SANTUARIO;Bodegas;243;155;
Bodeguitas-EL SANTUARIO;EL SANTUARIO;Bodeguitas;94;72;
Buenavista-EL SANTUARIO;EL SANTUARIO;Buenavista;75;34;
Campo Alegre-EL SANTUARIO;EL SANTUARIO;Campo Alegre;134;89;
Cuchillas-EL SANTUARIO;EL SANTUARIO;Cuchillas;198;171;
El Carmelo-EL SANTUARIO;EL SANTUARIO;El Carmelo;376;555;
El Morro-EL SANTUARIO;EL SANTUARIO;El Morro;459;136;
El Retiro-EL SANTUARIO;EL SANTUARIO;El Retiro;232;205;
El Saladito-EL SANTUARIO;EL SANTUARIO;El Saladito;193;258;
El Salto-EL SANTUARIO;EL SANTUARIO;El Salto;284;293;
El Señor Caído-EL SANTUARIO;EL SANTUARIO;El Señor Caido;56;159;
El Socorro-EL SANTUARIO;EL SANTUARIO;El Socorro;168;165;
Guadualito-EL SANTUARIO;EL SANTUARIO;Guadualito;124;281;
La Aurora-EL SANTUARIO;EL SANTUARIO;La Aurora;89;109;
La Chapa-EL SANTUARIO;EL SANTUARIO;La Chapa;54;;
La Floresta-EL SANTUARIO;EL SANTUARIO;La Floresta;84;266;
La Paz-EL SANTUARIO;EL SANTUARIO;La Paz;313;283;
La Serranía-EL SANTUARIO;EL SANTUARIO;La Serrania;128;;
La Tenería-EL SANTUARIO;EL SANTUARIO;La Teneria;86;340;
Las Lajas-EL SANTUARIO;EL SANTUARIO;Las Lajas;210;276;
Las Palmas-EL SANTUARIO;EL SANTUARIO;Las Palmas;457;285;
Lourdes-EL SANTUARIO;EL SANTUARIO;Lourdes;155;199;
Morritos-EL SANTUARIO;EL SANTUARIO;Morritos;319;305;
Palmarcito-EL SANTUARIO;EL SANTUARIO;Palmarcito;468;277;
Pantanillo-EL SANTUARIO;EL SANTUARIO;Pantanillo;168;577;
Pavas-EL SANTUARIO;EL SANTUARIO;Pavas;168;241;
Portachuelo-EL SANTUARIO;EL SANTUARIO;Portachuelo;171;343;
Potreritos-EL SANTUARIO;EL SANTUARIO;Potreritos;285;414;
San Eusebio-EL SANTUARIO;EL SANTUARIO;San Eusebio;444;96;
San Matías-EL SANTUARIO;EL SANTUARIO;San Matias;97;1;
San Matías  - La Trinidad-EL SANTUARIO;EL SANTUARIO;San Matias  - La Trinidad;40;149;
Valle de María-EL SANTUARIO;EL SANTUARIO;Valle de Maria;352;595;
Valle Luna-EL SANTUARIO;EL SANTUARIO;Valle Luna;172;103;
Vargas-EL SANTUARIO;EL SANTUARIO;Vargas;252;255;
El Filo-ENTRERRIOS;ENTRERRIOS;El Filo;4.303;374;
El Peñol-ENTRERRIOS;ENTRERRIOS;El Peñol;598;371;
El Progreso-ENTRERRIOS;ENTRERRIOS;El Progreso;1.103;326;
El Zancudo-ENTRERRIOS;ENTRERRIOS;El Zancudo;1.811;1.077;
Las Brisas-ENTRERRIOS;ENTRERRIOS;Las Brisas;2.498;538;
Pío XII-ENTRERRIOS;ENTRERRIOS;Pio XII;1.555;369;
Río Chico-ENTRERRIOS;ENTRERRIOS;Rio Chico;1.768;40;
Río Grande-ENTRERRIOS;ENTRERRIOS;Rio Grande;791;336;
Tesorero-ENTRERRIOS;ENTRERRIOS;Tesorero;2.278;996;
Toruro-ENTRERRIOS;ENTRERRIOS;Toruro;3.361;374;
Yerbabuenal-ENTRERRIOS;ENTRERRIOS;Yerbabuenal;816;265;
El Escobero-ENVIGADO;ENVIGADO;El Escobero;1.006;979;
El Vallano-ENVIGADO;ENVIGADO;El Vallano;1.677;2.399;
Las Palmas-ENVIGADO;ENVIGADO;Las Palmas;1.811;1.632;
Pantanillo-ENVIGADO;ENVIGADO;Pantanillo;1.095;621;
Perico-ENVIGADO;ENVIGADO;Perico;532;192;
Santa Catalina-ENVIGADO;ENVIGADO;Santa Catalina;437;64;
Aguacatal-FREDONIA;FREDONIA;Aguacatal;1.073;229;
Alto de los Fernández-FREDONIA;FREDONIA;Alto de los Fernandez;795;187;
Buenos Aires-FREDONIA;FREDONIA;Buenos Aires;595;165;
Cadenas-FREDONIA;FREDONIA;Cadenas;352;186;
Chamuscados-FREDONIA;FREDONIA;Chamuscados;505;281;
Combia Chiquita-FREDONIA;FREDONIA;Combia Chiquita;409;488;
Combia Grande-FREDONIA;FREDONIA;Combia Grande;298;565;
El Calvario-FREDONIA;FREDONIA;El Calvario;322;373;
El Carretero-FREDONIA;FREDONIA;El Carretero;117;115;
El Cinco-FREDONIA;FREDONIA;El Cinco;579;402;
El Mango-FREDONIA;FREDONIA;El Mango;252;411;
El Molino-FREDONIA;FREDONIA;El Molino;342;76;
El Plan-FREDONIA;FREDONIA;El Plan;293;490;
El Porvenir-FREDONIA;FREDONIA;El Porvenir;226;224;
El Uvital-FREDONIA;FREDONIA;El Uvital;209;528;
El Vainillo-FREDONIA;FREDONIA;El Vainillo;108;119;
El Zancudo-FREDONIA;FREDONIA;El Zancudo;1.098;586;
Hoyo Frío-FREDONIA;FREDONIA;Hoyo Frio;671;594;
Jonás-FREDONIA;FREDONIA;Jonas;494;257;
La Cordillera-FREDONIA;FREDONIA;La Cordillera;241;126;
La Garrucha-FREDONIA;FREDONIA;La Garrucha;219;509;
La Loma-FREDONIA;FREDONIA;La Loma;232;75;
La María-FREDONIA;FREDONIA;La Maria;675;329;
La Mina-FREDONIA;FREDONIA;La Mina;612;333;
La Quiebra-FREDONIA;FREDONIA;La Quiebra;365;163;
La Toscana-FREDONIA;FREDONIA;La Toscana;193;206;
Marsella-FREDONIA;FREDONIA;Marsella;1.176;329;
Morrón-FREDONIA;FREDONIA;Morron;1.070;63;
Murrapal-FREDONIA;FREDONIA;Murrapal;182;677;
Naranjal Poblanco-FREDONIA;FREDONIA;Naranjal Poblanco;556;361;
Palomos-FREDONIA;FREDONIA;Palomos;469;713;
Piedra Verde-FREDONIA;FREDONIA;Piedra Verde;659;290;
Puente Iglesias-FREDONIA;FREDONIA;Puente Iglesias;8.697;911;
Raicero-FREDONIA;FREDONIA;Raicero;289;39;
Sabaletas-FREDONIA;FREDONIA;Sabaletas;179;450;
Travesías-FREDONIA;FREDONIA;Travesias;128;307;
Atausí-FRONTINO;FRONTINO;Atausi;2.607;;
Barrancas-FRONTINO;FRONTINO;Barrancas;1.501;134;
Cabras-FRONTINO;FRONTINO;Cabras;1.023;317;
Cabritas-FRONTINO;FRONTINO;Cabritas;1.171;286;
Carauta-FRONTINO;FRONTINO;Carauta;1.750;180;
Carautica-FRONTINO;FRONTINO;Carautica;2.512;125;
Chimurro-FRONTINO;FRONTINO;Chimurro;3.377;;
Chontaduro-FRONTINO;FRONTINO;Chontaduro;1.701;596;
Chontaduro-FRONTINO;FRONTINO;Chontaduro;1.405;;
Chuscal de Musinga-FRONTINO;FRONTINO;Chuscal de Musinga;1.039;299;
Cuevas-FRONTINO;FRONTINO;Cuevas;5.991;;
Curadientes-FRONTINO;FRONTINO;Curadientes;2.757;574;
Curbatá-FRONTINO;FRONTINO;Curbata;9.441;;
El Cerro-FRONTINO;FRONTINO;El Cerro;1.641;382;
El Guayabo-FRONTINO;FRONTINO;El Guayabo;2.032;10;
El Llano-FRONTINO;FRONTINO;El Llano;703;187;
El Paso-FRONTINO;FRONTINO;El Paso;221;307;
El Pozo-FRONTINO;FRONTINO;El Pozo;945;63;
El Salado-FRONTINO;FRONTINO;El Salado;1.954;105;
El Tambo-FRONTINO;FRONTINO;El Tambo;1.591;41;
Fuemia-FRONTINO;FRONTINO;Fuemia;1.944;122;
Guaguas-FRONTINO;FRONTINO;Guaguas;1.687;;
La Cabaña-FRONTINO;FRONTINO;La Cabaña;297;167;
La Campiña-FRONTINO;FRONTINO;La Campiña;958;192;
La Clara-FRONTINO;FRONTINO;La Clara;2.375;21;
La Herradura-FRONTINO;FRONTINO;La Herradura;932;323;
La Honda-FRONTINO;FRONTINO;La Honda;344;164;
La Hondita-FRONTINO;FRONTINO;La Hondita;313;185;
La Marina-FRONTINO;FRONTINO;La Marina;1.403;;
Las Azules-FRONTINO;FRONTINO;Las Azules;450;126;
Las Cruces-FRONTINO;FRONTINO;Las Cruces;612;281;
Loma de los Indios-FRONTINO;FRONTINO;Loma de los Indios;678;198;
Monos-FRONTINO;FRONTINO;Monos;915;292;
Montañón-FRONTINO;FRONTINO;Montañon;827;174;
Murindo-FRONTINO;FRONTINO;Murindo;507;149;
Musinga-FRONTINO;FRONTINO;Musinga;1.228;69;
Musinguita-FRONTINO;FRONTINO;Musinguita;3.597;221;
Nobogá-FRONTINO;FRONTINO;Noboga;2.087;693;
Nobogacita-FRONTINO;FRONTINO;Nobogacita;776;248;
Nore-FRONTINO;FRONTINO;Nore;2.183;236;
Pantanos-FRONTINO;FRONTINO;Pantanos;24.909;;
Pegadó-FRONTINO;FRONTINO;Pegado;5.970;;
Piedras-FRONTINO;FRONTINO;Piedras;495;400;
Piedras Blancas-FRONTINO;FRONTINO;Piedras Blancas;961;269;
Pontón-FRONTINO;FRONTINO;Ponton;1.154;510;
Quiparadó-FRONTINO;FRONTINO;Quiparado;4.649;152;
Río Verde-FRONTINO;FRONTINO;Rio Verde;253;32;
San Andrés-FRONTINO;FRONTINO;San Andres;284;132;
San Lázaro-FRONTINO;FRONTINO;San Lazaro;1.302;518;
San Mateo-FRONTINO;FRONTINO;San Mateo;3.322;162;
San Miguel-FRONTINO;FRONTINO;San Miguel;2.104;73;
Venados-FRONTINO;FRONTINO;Venados;21.462;110;
Cuajarón-GIRALDO;GIRALDO;Cuajaron;2.049;215;
El Águila-GIRALDO;GIRALDO;El aguila;436;156;
El Balso-GIRALDO;GIRALDO;El Balso;684;149;
El Limo-GIRALDO;GIRALDO;El Limo;309;98;
El Roblal-GIRALDO;GIRALDO;El Roblal;673;174;
El Tambo-GIRALDO;GIRALDO;El Tambo;356;202;
Filo del Medio-GIRALDO;GIRALDO;Filo del Medio;249;63;
La Ciénaga-GIRALDO;GIRALDO;La Cienaga;328;89;
La Planta-GIRALDO;GIRALDO;La Planta;55;131;
La Sierra-GIRALDO;GIRALDO;La Sierra;1.116;205;
Manglar-GIRALDO;GIRALDO;Manglar;155;440;
Pinguro-GIRALDO;GIRALDO;Pinguro;928;196;
Sierrita-GIRALDO;GIRALDO;Sierrita;722;293;
Tinajitas-GIRALDO;GIRALDO;Tinajitas;643;179;
Toyo-GIRALDO;GIRALDO;Toyo;335;116;
El Barro-GIRARDOTA;GIRARDOTA;El Barro;251;763;
El Cano-GIRARDOTA;GIRARDOTA;El Cano;286;284;
El Palmar-GIRARDOTA;GIRARDOTA;El Palmar;653;299;
El Paraíso-GIRARDOTA;GIRARDOTA;El Paraiso;119;359;
El Socorro-GIRARDOTA;GIRARDOTA;El Socorro;400;296;
El Totumo-GIRARDOTA;GIRARDOTA;El Totumo;623;993;
El Yarumo-GIRARDOTA;GIRARDOTA;El Yarumo;223;266;
Encenillos-GIRARDOTA;GIRARDOTA;Encenillos;440;907;
Jamundí-GIRARDOTA;GIRARDOTA;Jamundi;269;1.420;
Juan Cojo-GIRARDOTA;GIRARDOTA;Juan Cojo;549;1.322;
La Calera-GIRARDOTA;GIRARDOTA;La Calera;301;141;
La Holanda-GIRARDOTA;GIRARDOTA;La Holanda;658;351;
La Mata-GIRARDOTA;GIRARDOTA;La Mata;331;172;
La Matica-GIRARDOTA;GIRARDOTA;La Matica;243;535;
La Meseta-GIRARDOTA;GIRARDOTA;La Meseta;269;617;
La Palma-GIRARDOTA;GIRARDOTA;La Palma;188;740;
Las Cuchillas-GIRARDOTA;GIRARDOTA;Las Cuchillas;88;557;
Loma de los Ochoa-GIRARDOTA;GIRARDOTA;Loma de los Ochoa;54;345;
Manga Arriba-GIRARDOTA;GIRARDOTA;Manga Arriba;317;860;
Mercedes Abrego-GIRARDOTA;GIRARDOTA;Mercedes Abrego;120;460;
Portachuelo-GIRARDOTA;GIRARDOTA;Portachuelo;451;572;
Potrerito-GIRARDOTA;GIRARDOTA;Potrerito;409;381;
San Andrés-GIRARDOTA;GIRARDOTA;San Andres;249;1.518;
San Diego-GIRARDOTA;GIRARDOTA;San Diego;333;1.209;
San Esteban-GIRARDOTA;GIRARDOTA;San Esteban;208;1.026;
Angosturita-GOMEZ PLATA;GOMEZ PLATA;Angosturita;1.287;;
Balsas-GOMEZ PLATA;GOMEZ PLATA;Balsas;721;95;
Caldera-GOMEZ PLATA;GOMEZ PLATA;Caldera;662;194;
Cañaveral-GOMEZ PLATA;GOMEZ PLATA;Cañaveral;1.331;186;
Chilimaco-GOMEZ PLATA;GOMEZ PLATA;Chilimaco;983;84;
Claritas-GOMEZ PLATA;GOMEZ PLATA;Claritas;2.100;96;
El Arbolito-GOMEZ PLATA;GOMEZ PLATA;El Arbolito;1.215;;
El Brasil-GOMEZ PLATA;GOMEZ PLATA;El Brasil;504;143;
El Cerro-GOMEZ PLATA;GOMEZ PLATA;El Cerro;1.223;430;
El Guayabo-GOMEZ PLATA;GOMEZ PLATA;El Guayabo;1.016;52;
El Indio-GOMEZ PLATA;GOMEZ PLATA;El Indio;1.029;146;
El Oso-GOMEZ PLATA;GOMEZ PLATA;El Oso;871;303;
El Tablón-GOMEZ PLATA;GOMEZ PLATA;El Tablon;1.449;100;
Garzón-GOMEZ PLATA;GOMEZ PLATA;Garzon;1.683;;
Juntas-GOMEZ PLATA;GOMEZ PLATA;Juntas;533;690;
La Acequia-GOMEZ PLATA;GOMEZ PLATA;La Acequia;254;;
La Arenera-GOMEZ PLATA;GOMEZ PLATA;La Arenera;772;216;
La Bonita-GOMEZ PLATA;GOMEZ PLATA;La Bonita;2.150;116;
La Clara-GOMEZ PLATA;GOMEZ PLATA;La Clara;983;31;
La Estrella-GOMEZ PLATA;GOMEZ PLATA;La Estrella;502;305;
La Hondura-GOMEZ PLATA;GOMEZ PLATA;La Hondura;707;227;
La Primavera-GOMEZ PLATA;GOMEZ PLATA;La Primavera;990;259;
La Región-GOMEZ PLATA;GOMEZ PLATA;La Region;455;197;
Puente Porce-GOMEZ PLATA;GOMEZ PLATA;Puente Porce;2.216;353;
Quebradona-GOMEZ PLATA;GOMEZ PLATA;Quebradona;2.064;279;
Santa Elena-GOMEZ PLATA;GOMEZ PLATA;Santa Elena;2.663;133;
Trapichera-GOMEZ PLATA;GOMEZ PLATA;Trapichera;773;;
Vega Botero-GOMEZ PLATA;GOMEZ PLATA;Vega Botero;1.318;125;
Bella Maria-GRANADA;GRANADA;Bella Maria;145;;
Buena Vista-GRANADA;GRANADA;Buena Vista;269;71;
Calderas-GRANADA;GRANADA;Calderas;1.496;;
Campo Alegre-GRANADA;GRANADA;Campo Alegre;224;15;
Cristalina - Cebadero-GRANADA;GRANADA;Cristalina - Cebadero;90;;
Cristalina - Cruces-GRANADA;GRANADA;Cristalina - Cruces;172;;
El Chuscal-GRANADA;GRANADA;El Chuscal;731;4;
El Concilio-GRANADA;GRANADA;El Concilio;386;88;
El Edén-GRANADA;GRANADA;El Eden;302;187;
El Jardín-GRANADA;GRANADA;El Jardin;247;48;
El Libertador-GRANADA;GRANADA;El Libertador;299;104;
El Morro-GRANADA;GRANADA;El Morro;74;59;
El Oso-GRANADA;GRANADA;El Oso;375;22;
El Roblal-GRANADA;GRANADA;El Roblal;153;41;
El Roble-GRANADA;GRANADA;El Roble;413;259;
El Tablazo-GRANADA;GRANADA;El Tablazo;1.284;41;
El Tabor-GRANADA;GRANADA;El Tabor;221;156;
El Vergel-GRANADA;GRANADA;El Vergel;289;107;
Galilea-GRANADA;GRANADA;Galilea;280;88;
La Aguada-GRANADA;GRANADA;La Aguada;275;122;
La Arenosa-GRANADA;GRANADA;La Arenosa;375;44;
La Aurora-GRANADA;GRANADA;La Aurora;316;31;
La Cascada-GRANADA;GRANADA;La Cascada;124;266;
La Cristalina-GRANADA;GRANADA;La Cristalina;;36;
La Estrella-GRANADA;GRANADA;La Estrella;239;65;
La Florida-GRANADA;GRANADA;La Florida;181;8;
La Gaviota-GRANADA;GRANADA;La Gaviota;424;19;
La Honda-GRANADA;GRANADA;La Honda;448;85;
La Linda-GRANADA;GRANADA;La Linda;159;17;
La Maria-GRANADA;GRANADA;La Maria;559;94;
La Maria - El Progreso-GRANADA;GRANADA;La Maria - El Progreso;98;;
La Merced-GRANADA;GRANADA;La Merced;248;135;
La Milagrosa-GRANADA;GRANADA;La Milagrosa;321;67;
La Primavera-GRANADA;GRANADA;La Primavera;515;56;
La Quiebra-GRANADA;GRANADA;La Quiebra;718;77;
La Selva-GRANADA;GRANADA;La Selva;82;16;
Las Faldas-GRANADA;GRANADA;Las Faldas;295;94;
Las Palmas-GRANADA;GRANADA;Las Palmas;267;24;
Las Vegas-GRANADA;GRANADA;Las Vegas;558;88;
Los Medios-GRANADA;GRANADA;Los Medios;524;274;
Los Planes-GRANADA;GRANADA;Los Planes;202;189;
Malpaso-GRANADA;GRANADA;Malpaso;191;107;
Minitas-GRANADA;GRANADA;Minitas;187;122;
Quebradona Abajo-GRANADA;GRANADA;Quebradona Abajo;210;95;
Quebradona Arriba-GRANADA;GRANADA;Quebradona Arriba;51;68;
Reyes-GRANADA;GRANADA;Reyes;124;136;
San Esteban-GRANADA;GRANADA;San Esteban;237;;
San Francisco-GRANADA;GRANADA;San Francisco;610;2;
San Matías-GRANADA;GRANADA;San Matias;256;198;
San Miguel-GRANADA;GRANADA;San Miguel;1.057;;
Tafetanes-GRANADA;GRANADA;Tafetanes;880;175;
Vahitos-GRANADA;GRANADA;Vahitos;624;142;
Alto de San Juan-GUADALUPE;GUADALUPE;Alto de San Juan;922;158;
Bramadora-GUADALUPE;GUADALUPE;Bramadora;526;328;
El Machete-GUADALUPE;GUADALUPE;El Machete;;207;
El Mango-GUADALUPE;GUADALUPE;El Mango;282;83;
El Morro-GUADALUPE;GUADALUPE;El Morro;475;428;
Guadalupe IV-GUADALUPE;GUADALUPE;Guadalupe IV;733;338;
Guadual-GUADALUPE;GUADALUPE;Guadual;304;162;
Guanteros-GUADALUPE;GUADALUPE;Guanteros;257;323;
Malabrigo-GUADALUPE;GUADALUPE;Malabrigo;120;77;
Montañita-GUADALUPE;GUADALUPE;Montañita;264;;
Morrón-GUADALUPE;GUADALUPE;Morron;1.268;121;
Patio Bonito-GUADALUPE;GUADALUPE;Patio Bonito;218;215;
San Basilio Abajo-GUADALUPE;GUADALUPE;San Basilio Abajo;941;333;
San Basilio Arriba-GUADALUPE;GUADALUPE;San Basilio Arriba;1.193;115;
San Basilio Medio-GUADALUPE;GUADALUPE;San Basilio Medio;;219;
San Juan-GUADALUPE;GUADALUPE;San Juan;1.389;163;
San Julián-GUADALUPE;GUADALUPE;San Julian;480;196;
San Pablo Caney-GUADALUPE;GUADALUPE;San Pablo Caney;779;252;
San Vicente  - El Kiosko-GUADALUPE;GUADALUPE;San Vicente  - El Kiosko;429;166;
San Vicente  - La Susana-GUADALUPE;GUADALUPE;San Vicente  - La Susana;531;157;
San Vicente  - Los Sauces-GUADALUPE;GUADALUPE;San Vicente  - Los Sauces;326;138;
Alto de la Virgen-GUARNE;GUARNE;Alto de la Virgen;233;394;
Bellavista-GUARNE;GUARNE;Bellavista;;760;
Barro Blanco-GUARNE;GUARNE;Barro Blanco;388;536;
Batea Seca-GUARNE;GUARNE;Batea Seca;;116;
Brizuela-GUARNE;GUARNE;Brizuela;827;453;
Canoas-GUARNE;GUARNE;Canoas;302;390;
Chaparral-GUARNE;GUARNE;Chaparral;477;930;
Colorado-GUARNE;GUARNE;Colorado;373;990;
El Molino-GUARNE;GUARNE;El Molino;391;365;
El Palmar-GUARNE;GUARNE;El Palmar;247;126;
El Salado-GUARNE;GUARNE;El Salado;212;606;
El Zango-GUARNE;GUARNE;El Zango;;929;
Garrido-GUARNE;GUARNE;Garrido;238;305;
Guamito-GUARNE;GUARNE;Guamito;75;411;
Guapante-GUARNE;GUARNE;Guapante;1.637;1.076;
Hojas Anchas-GUARNE;GUARNE;Hojas Anchas;444;619;
Juan XXIII-GUARNE;GUARNE;Juan XXIII;205;641;
La Charanga-GUARNE;GUARNE;La Charanga;289;169;
La Clara-GUARNE;GUARNE;La Clara;649;1.277;
La Enea-GUARNE;GUARNE;La Enea;231;378;
La Honda-GUARNE;GUARNE;La Honda;1.159;393;
La Hondita-GUARNE;GUARNE;La Hondita;204;703;
La Mejía-GUARNE;GUARNE;La Mejia;289;409;
La Mosca-GUARNE;GUARNE;La Mosca;277;;
La Mosquita-GUARNE;GUARNE;La Mosquita;909;1.115;
La Pastorcita-GUARNE;GUARNE;La Pastorcita;380;181;
Montañez-GUARNE;GUARNE;Montañez;372;727;
Piedras Blancas-GUARNE;GUARNE;Piedras Blancas;826;741;
Romeral-GUARNE;GUARNE;Romeral;379;652;
San Ignacio-GUARNE;GUARNE;San Ignacio;675;712;
San Isidro-GUARNE;GUARNE;San Isidro;463;721;
San José-GUARNE;GUARNE;San Jose;357;858;
Toldas-GUARNE;GUARNE;Toldas;421;1.266;
Yolombal-GUARNE;GUARNE;Yolombal;815;671;
Bonilla-GUATAPE;GUATAPE;Bonilla;160;;
El Roble-GUATAPE;GUATAPE;El Roble;1.719;298;
El Rosario-GUATAPE;GUATAPE;El Rosario;1.025;124;
La Peña-GUATAPE;GUATAPE;La Peña;299;208;
La Piedra-GUATAPE;GUATAPE;La Piedra;554;346;
La Sonadora-GUATAPE;GUATAPE;La Sonadora;731;97;
Los Naranjos-GUATAPE;GUATAPE;Los Naranjos;455;130;
Quebrada Arriba-GUATAPE;GUATAPE;Quebrada Arriba;1.080;309;
Santa Rita-GUATAPE;GUATAPE;Santa Rita;364;;
Alto del Corral-HELICONIA;HELICONIA;Alto del Corral;1.278;667;
Chuscal-HELICONIA;HELICONIA;Chuscal;420;;
Crucero-HELICONIA;HELICONIA;Crucero;826;56;
El Chocho-HELICONIA;HELICONIA;El Chocho;23;33;
El Hatillo-HELICONIA;HELICONIA;El Hatillo;428;876;
Guamal-HELICONIA;HELICONIA;Guamal;544;170;
Joly - Tablazo-HELICONIA;HELICONIA;Joly - Tablazo;226;60;
La Chorrera-HELICONIA;HELICONIA;La Chorrera;1.068;;
La Hondura-HELICONIA;HELICONIA;La Hondura;701;332;
La Pava-HELICONIA;HELICONIA;La Pava;1.195;472;
La Pradera-HELICONIA;HELICONIA;La Pradera;868;361;
Llano de San José-HELICONIA;HELICONIA;Llano de San Jose;811;579;
Los Botes-HELICONIA;HELICONIA;Los Botes;55;23;
Monteadentro-HELICONIA;HELICONIA;Monteadentro;1.469;53;
Morritos-HELICONIA;HELICONIA;Morritos;372;79;
Palo Blanco-HELICONIA;HELICONIA;Palo Blanco;160;297;
Pueblito-HELICONIA;HELICONIA;Pueblito;597;537;
Pueblo Viejo-HELICONIA;HELICONIA;Pueblo Viejo;290;96;
Cortaderal-HISPANIA;HISPANIA;Cortaderal;582;172;
El Llanete-HISPANIA;HISPANIA;El Llanete;166;158;
El Silencio-HISPANIA;HISPANIA;El Silencio;613;153;
La Armenia-HISPANIA;HISPANIA;La Armenia;325;246;
La Cuelga-HISPANIA;HISPANIA;La Cuelga;180;216;
La Florida-HISPANIA;HISPANIA;La Florida;908;253;
La Palmira-HISPANIA;HISPANIA;La Palmira;489;129;
La Seca-HISPANIA;HISPANIA;La Seca;495;306;
Mina Vieja-HISPANIA;HISPANIA;Mina Vieja;296;158;
Potrerillo-HISPANIA;HISPANIA;Potrerillo;688;43;
Zarzagueta-HISPANIA;HISPANIA;Zarzagueta;1.054;71;
El Ajizal-ITAGUI;ITAGUI;El Ajizal;70;3.368;
El Pedregal-ITAGUI;ITAGUI;El Pedregal;204;2.171;
