2016-12-01;;;;;;;;33,2;;;;;;;0,4;;;;;;7,1000000000000005;;;;14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-01;;;;;;;;20,5;0,1;;;;;;;;;;;;;;;;29,900000000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-02-01;;;;;;;;0,2;1,2000000000000002;;;;;;11,0;;;;;;;;;15,399999999999999;;;;;;;;;1,7;;;;;1,1;;;10,5;0,2;;;;12,6;7,2;7,6000000000000005;;;21,855999999999998;;;;;;;;;
2017-03-01;;;;;;;;94,4;;;;;;;30,6;;;;;;;;;13,9;;;;;32,1;40,4;;;58,8;;3,6;25,599999999999998;69,2;19,7;27,7;;;0,1;;;;71,6;19,8;46,4;0,30000000000000004;;65,492;47,1;;;77,5;;;;;
2017-04-01;;;;;;;;32,199999999999996;;;;;;;1,9000000000000001;20,258;;;;;0,4;;;208,1;;;;;;;;;30,9;;;;;5,9;;;;;;10,5;;80,6;19,2;32,7;15,7;;16,997999999999998;;;23,3;59,8;;;;;
2017-05-01;;;;20,9;;;;71,4;;;;8,200000000000001;;;1,7000000000000002;68,123;;;;;8,9;;;44,8;;;;;25,900000000000002;11,1;;;57,300000000000004;;;26,6;27,7;44,8;26,9;;29,400000000000002;;;;;97,89999999999999;65,9;20,4;38,1;13,700000000000001;44,088;34,9;;20,7;66,7;;;;;
2017-06-01;;;;;;;;23,4;;;;17,7;;;;59,993;;;;;39,8;;;34,4;;;;;48,4;36,5;;0,2;35,9;;;51,2;55,6;5,6000000000000005;43,1;;21,900000000000002;0,1;;;;86,9;29,900000000000002;22,7;22,6;28,900000000000002;39,486;72,3;;26,099999999999998;;;;;;
2017-07-01;;;;19,7;;;;0,6;;;;2,6;;;0,1;7,827;;;;;13,5;;;1,9000000000000001;;;;;28,0;19,9;;;1,8;;;13,7;31,700000000000003;5,7;20,0;;0,2;;;;;80,4;1,6;0,8;1,5;0,7000000000000001;6,792999999999999;25,1;;;;;;;;
2017-08-01;;;;5,1;;;;10,3;24,0;;;5,5;;;;21,736;;;;;36,4;;;;;;;;37,0;23,8;28,0;;19,0;;;40,9;25,8;4,9;25,400000000000002;;12,1;;;;;96,9;21,3;20,1;13,0;;23,208;69,4;;58,1;;;;;;
2017-09-01;;;;40,0;;;;9,1;68,4;;;1,7000000000000002;;;;35,425;;;;;66,2;;;;;;;;61,9;49,2;78,8;;73,2;;60,6;56,8;45,1;23,0;52,0;;8,1;53,300000000000004;;2,2;;86,7;47,3;43,7;23,400000000000002;;38,307;57,5;;90,4;;;;;;
2017-10-01;;;;39,0;;;;22,3;60,5;;;4,2;;;0,1;21,669999999999998;57,5;;;;32,4;;;;;;;;43,0;26,7;40,2;42,7;28,400000000000002;;33,2;60,9;49,0;70,1;35,4;;3,4000000000000004;48,4;;0,4;;31,2;25,0;20,2;21,3;;24,193;46,5;;117,2;;;;;;
2017-11-01;;;;45,9;;;13,4;47,9;75,9;;;;;;0,8;26,315;123,9;;;;58,7;;;;;;;;31,2;43,4;61,2;47,1;49,7;;47,0;33,2;70,0;51,3;28,5;;5,1;92,8;;;;50,0;;29,8;15,3;;17,958;42,6;;58,8;;;;;;
2017-12-01;;;;;;;;28,2;23,5;;;;;;8,700000000000001;30,67;43,9;;;;78,7;;;;;2,2;;;28,7;22,6;21,200000000000003;32,0;23,1;4,9;30,8;31,3;35,0;29,6;;;1,1;;;;;24,2;6,9;25,9;7,300000000000001;2,5;18,971;39,7;;13,2;;;;;;
2018-01-01;;;;;;;;36,300000000000004;56,5;;;506,5;;;17,5;19,411;85,60000000000001;;;;;;;;;7,6;;;12,1;14,1;22,2;55,9;18,5;15,700000000000001;12,0;19,099999999999998;34,9;51,2;;;1,8;;;;;;9,0;22,900000000000002;10,7;9,0;20,320999999999998;14,4;;33,3;;;;;;
